ID_Customer,Customer_Name,Customer_Segment,Customer_Size,Industry,Region_CC,Region_OC,Country,Acquisition_Channel,Customer_Start_Date,cluster_ID_Customer,cluster_active_purchase_months,cluster_distinct_products,cluster_prd_line_coverage_pct,cluster_prd_grp_1_coverage_pct,cluster_prd_grp_2_coverage_pct,cluster_prd_grp_3_coverage_pct,cluster_avg_order_line_value,cluster_avg_unit_price_realized,cluster_active_months,cluster_lifetime_months,cluster_months_since_last_purchase,cluster_activity_ratio_lifetime,cluster_max_consec_active_months,cluster_current_consec_active_months,cluster_avg_inactive_gap_months,cluster_max_inactive_gap_months,cluster_is_inactive_6m,cluster_is_inactive_12m,cluster_avg_monthly_revenue,cluster_historical_ltv,cluster_purchase_freq_per_year,cluster_R_recency_m,cluster_F_frequency_m,cluster_M_sales,cluster_sf_active_months,cluster_sf_active_in_last_3m,cluster_sf_active_in_last_6m,cluster_sf_active_in_last_12m,cluster_sf_total_events,cluster_sf_total_selling_time,cluster_sf_total_activity_time,cluster_sf_activity_ratio_lifetime,cluster_sf_events_per_active_month,cluster_has_salesforce_activity,cluster_sales_without_recent_sf_activity,cluster_sf_activity_without_recent_sales,cluster_sales_value_segment,cluster_recency_segment,cluster_purchase_share_grp1_Automation Modules,cluster_purchase_share_grp1_Core Products,cluster_purchase_share_grp1_Maintenance Kits,cluster_purchase_share_grp1_Premium Products,cluster_purchase_share_grp1_Safety Solutions,cluster_purchase_share_grp1_Service Contracts,cluster_purchase_share_grp3_Calibration Kits Type 1,cluster_purchase_share_grp3_Calibration Kits Type 2,cluster_purchase_share_grp3_Compliance Safety Type 1,cluster_purchase_share_grp3_Compliance Safety Type 2,cluster_purchase_share_grp3_Controllers Type 1,cluster_purchase_share_grp3_Controllers Type 2,cluster_purchase_share_grp3_Core Advanced Type 1,cluster_purchase_share_grp3_Core Advanced Type 2,cluster_purchase_share_grp3_Core Basic Type 1,cluster_purchase_share_grp3_Core Basic Type 2,cluster_purchase_share_grp3_Core Replacement Type 1,cluster_purchase_share_grp3_Core Replacement Type 2,cluster_purchase_share_grp3_Extended Support Type 1,cluster_purchase_share_grp3_Extended Support Type 2,cluster_purchase_share_grp3_Facility Safety Type 2,cluster_purchase_share_grp3_Installation Type 1,cluster_purchase_share_grp3_Installation Type 2,cluster_purchase_share_grp3_Monitoring Type 1,cluster_purchase_share_grp3_Monitoring Type 2,cluster_purchase_share_grp3_Personal Safety Type 1,cluster_purchase_share_grp3_Personal Safety Type 2,cluster_purchase_share_grp3_Premium Custom Type 1,cluster_purchase_share_grp3_Premium Custom Type 2,cluster_purchase_share_grp3_Premium Plus Type 1,cluster_purchase_share_grp3_Premium Plus Type 2,cluster_purchase_share_grp3_Premium Standard Type 1,cluster_purchase_share_grp3_Premium Standard Type 2,cluster_purchase_share_grp3_Preventive Kits Type 1,cluster_purchase_share_grp3_Preventive Kits Type 2,cluster_purchase_share_grp3_Repair Kits Type 1,cluster_purchase_share_grp3_Repair Kits Type 2,cluster_purchase_share_grp3_Sensors Type 1,cluster_purchase_share_grp3_Sensors Type 2,cluster_purchase_share_grp3_Training Type 1,cluster_purchase_share_grp3_Training Type 2,cluster_cluster,cluster_cohort_ML,historical_ltv,sf_active_months,reco_top1_grp1_product,reco_top1_grp1_probability,reco_top1_grp1_rank,reco_top2_grp1_product,reco_top2_grp1_probability,reco_top2_grp1_rank,reco_top3_grp1_product,reco_top3_grp1_probability,reco_top3_grp1_rank,reco_top1_grp3_product,reco_top1_grp3_probability,reco_top1_grp3_rank,reco_top2_grp3_product,reco_top2_grp3_probability,reco_top2_grp3_rank,reco_top3_grp3_product,reco_top3_grp3_probability,reco_top3_grp3_rank,lead_top1_product_group,lead_top1_product,lead_top1_model_probability,lead_top1_score,lead_top1_tier,lead_top1_reason,lead_top2_product_group,lead_top2_product,lead_top2_model_probability,lead_top2_score,lead_top2_tier,lead_top2_reason,lead_top3_product_group,lead_top3_product,lead_top3_model_probability,lead_top3_score,lead_top3_tier,lead_top3_reason
C00409,IronBridge Trading SAS 0409,SMB,Small,Retail,DACH,West,Spain,Website,2021-03-01,C00409,5.0,4.0,0.4285714285714285,0.3333333333333333,0.2222222222222222,0.1142857142857142,129.545,103.636,5.0,29.0,7.0,0.1724137931034483,1.0,1.0,6.0,9.0,1.0,0.0,53.604827586206895,1554.54,2.0689655172413794,7.0,5.0,1554.54,6.0,1.0,1.0,1.0,13.0,10.83,7.779999999999999,0.1875,2.1666666666666665,1.0,0.0,1.0,Low Value,Inactive,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Emerging,1554.54,6.0,Safety Solutions,0.1367234713091875,1.0,Maintenance Kits,0.0725365575555845,2.0,Service Contracts,0.0441018282183687,3.0,Core Advanced Type 1,0.2237253355320429,1.0,Core Basic Type 1,0.2228639372239251,2.0,Core Advanced Type 2,0.1798301693813892,3.0,grp3,Core Advanced Type 1,0.2237253355320429,0.1886119405761077,Warm,low inactivity risk; recent sales activity but no recent sales,grp3,Core Basic Type 1,0.2228639372239251,0.1882243113374548,Warm,low inactivity risk; recent sales activity but no recent sales,grp3,Core Advanced Type 2,0.1798301693813892,0.1688591158083136,Cold,low inactivity risk; recent sales activity but no recent sales
C00410,Greenfield Energy BV 0410,SMB,Medium,Energy,Southern Europe,South,Austria,Website,2020-12-01,C00410,6.0,5.0,0.5714285714285714,0.6666666666666666,0.2222222222222222,0.1142857142857142,206.75333333333333,155.065,6.0,21.0,0.0,0.2857142857142857,1.0,1.0,3.0,6.0,0.0,0.0,88.60857142857142,1860.78,3.4285714285714284,0.0,6.0,1860.78,11.0,1.0,1.0,1.0,33.0,22.58,17.49,0.3055555555555556,3.0,1.0,0.0,0.0,Low Value,Very Recent,0.0833333333333333,0.5833333333333334,0.0,0.25,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,Emerging,1860.78,11.0,Maintenance Kits,0.0593318118363295,1.0,Service Contracts,0.0453618039408283,2.0,,,,Core Advanced Type 1,0.1835662847580947,1.0,Compliance Safety Type 1,0.1795785392784465,2.0,Core Basic Type 1,0.1513946958994579,3.0,grp3,Core Advanced Type 1,0.1835662847580947,0.2208356110306586,Warm,recent/frequent buyer; low inactivity risk,grp3,Compliance Safety Type 1,0.1795785392784465,0.2190411255648169,Warm,recent/frequent buyer; low inactivity risk,grp3,Core Basic Type 1,0.1513946958994579,0.206358396044272,Warm,recent/frequent buyer; low inactivity risk
C00411,Atlas Solutions AG 0411,Mid-Market,Medium,Food & Beverage,DACH,East,Germany,Outbound Sales,2024-03-01,C00411,12.0,10.0,0.7142857142857143,0.6666666666666666,0.3888888888888889,0.2285714285714285,755.3085714285714,302.1234285714286,12.0,20.0,0.0,0.6,4.0,4.0,0.7272727272727273,4.0,0.0,0.0,1057.432,21148.64,7.199999999999999,0.0,12.0,21148.64,27.0,1.0,1.0,1.0,92.0,75.85,47.620000000000005,0.7714285714285715,3.4074074074074074,1.0,0.0,0.0,High Value,Very Recent,0.3714285714285714,0.2857142857142857,0.2285714285714285,0.1142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0571428571428571,0.1285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.1142857142857142,0.0,0.0,0.0,0.0,0.0,0.1714285714285714,0.0571428571428571,0.0,0.0,0.2285714285714285,0.0,0.0,0.0,Emerging,21148.64,27.0,Service Contracts,0.0766965687780646,1.0,Safety Solutions,0.065182610309731,2.0,,,,Controllers Type 1,0.1939226619814715,1.0,Sensors Type 1,0.1721993314242197,2.0,Controllers Type 2,0.1462000051690935,3.0,grp3,Controllers Type 1,0.1939226619814715,0.2895623768660856,Hot,recent/frequent buyer; low inactivity risk,grp3,Sensors Type 1,0.1721993314242197,0.2797868781153223,Hot,recent/frequent buyer; low inactivity risk,grp3,Controllers Type 2,0.1462000051690935,0.2680871813005155,Hot,recent/frequent buyer; low inactivity risk
C00412,NovaCore Distribution SRL 0412,Mid-Market,Small,Retail,DACH,South,France,Website,2021-07-01,C00412,27.0,12.0,0.7142857142857143,0.5,0.3333333333333333,0.2285714285714285,665.4118085106383,152.93083129584352,27.0,35.0,1.0,0.7714285714285715,10.0,3.0,0.3076923076923077,3.0,0.0,0.0,1787.106,62548.71,9.257142857142858,1.0,27.0,62548.71,25.0,1.0,1.0,1.0,104.0,66.37,57.98,0.7142857142857143,4.16,1.0,0.0,0.0,Top Value,Very Recent,0.3056234718826406,0.5232273838630807,0.1711491442542787,0.0,0.0,0.0,0.1002444987775061,0.0,0.0,0.0,0.0,0.0,0.0660146699266503,0.3325183374083129,0.0,0.0,0.1246943765281173,0.0,0.0,0.0,0.0,0.0,0.0,0.1418092909535452,0.0611246943765281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0709046454767726,0.0,0.0,0.1026894865525672,0.0,0.0,0.0,4.0,Core,62548.71,25.0,Safety Solutions,0.1009214817343039,1.0,Premium Products,0.051393905274867,2.0,Service Contracts,0.0390749495170967,3.0,Core Basic Type 1,0.2168834092835215,1.0,Core Basic Type 2,0.1991918981501095,2.0,Sensors Type 2,0.1743076160228089,3.0,grp3,Core Basic Type 1,0.2168834092835215,0.3469852084581535,Hot,recent/frequent buyer; low inactivity risk,grp3,Core Basic Type 2,0.1991918981501095,0.3390240284481181,Hot,recent/frequent buyer; low inactivity risk,grp3,Sensors Type 2,0.1743076160228089,0.3278261014908329,Hot,recent/frequent buyer; low inactivity risk
C00413,UrbanGrid Systems Group 0413,SMB,Small,Construction,DACH,South,Germany,Inbound,2022-04-01,C00413,15.0,10.0,0.7142857142857143,0.8333333333333334,0.4444444444444444,0.2571428571428571,310.05064516129033,184.8378846153846,15.0,29.0,5.0,0.5172413793103449,5.0,1.0,1.0,6.0,0.0,0.0,331.4334482758621,9611.57,6.206896551724138,5.0,15.0,9611.57,17.0,1.0,1.0,1.0,66.0,50.47,37.37,0.53125,3.882352941176471,1.0,0.0,0.0,Mid Value,Cooling,0.0,0.3653846153846153,0.2115384615384615,0.2307692307692307,0.1538461538461538,0.0384615384615384,0.2115384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.173076923076923,0.1538461538461538,0.0384615384615384,0.0,0.0,0.0384615384615384,0.0,0.0576923076923076,0.0,0.0,0.0,0.0,0.0961538461538461,0.0,0.1153846153846153,0.0,0.0,0.1153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Emerging,9611.57,17.0,Automation Modules,0.1252562748176073,1.0,,,,,,,Core Advanced Type 1,0.1896324919748867,1.0,Repair Kits Type 1,0.1854900607398518,2.0,Repair Kits Type 2,0.1778827212295408,3.0,grp3,Core Advanced Type 1,0.1896324919748867,0.2572619337251079,Warm,recent/frequent buyer; low inactivity risk,grp3,Repair Kits Type 1,0.1854900607398518,0.2553978396693422,Warm,recent/frequent buyer; low inactivity risk,grp3,Repair Kits Type 2,0.1778827212295408,0.2519745368897022,Warm,recent/frequent buyer; low inactivity risk
C00414,BluePeak Manufacturing GmbH 0414,Mid-Market,Medium,Energy,Benelux,West,Germany,Outbound Sales,2022-06-01,C00414,3.0,5.0,0.5714285714285714,0.5,0.2222222222222222,0.1142857142857142,646.112,269.2133333333333,3.0,9.0,26.0,0.3333333333333333,2.0,2.0,3.0,6.0,1.0,1.0,358.9511111111111,3230.56,4.0,26.0,3.0,3230.56,22.0,1.0,1.0,1.0,43.0,29.67,23.28,0.6666666666666666,1.9545454545454544,1.0,0.0,1.0,Low Value,Inactive,0.5,0.4166666666666667,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Dormant,3230.56,22.0,Service Contracts,0.0795776245225353,1.0,Safety Solutions,0.072537365022449,2.0,Maintenance Kits,0.0408379850777268,3.0,Controllers Type 1,0.1793601331600871,1.0,Core Basic Type 2,0.1650345405781157,2.0,Sensors Type 2,0.1610260890267366,3.0,grp3,Controllers Type 1,0.1793601331600871,0.1297899443808865,Cold,low inactivity risk; recent sales activity but no recent sales,grp3,Core Basic Type 2,0.1650345405781157,0.1233434277189993,Cold,low inactivity risk; recent sales activity but no recent sales,grp3,Sensors Type 2,0.1610260890267366,0.1215396245208787,Cold,low inactivity risk; recent sales activity but no recent sales
C00415,Nexora Solutions BV 0415,SMB,Small,Manufacturing,Southern Europe,North,Netherlands,Inbound,2024-02-01,C00415,15.0,10.0,0.7142857142857143,0.6666666666666666,0.3888888888888889,0.2571428571428571,384.8376,253.1826315789474,15.0,23.0,0.0,0.6521739130434783,6.0,4.0,0.5714285714285714,4.0,0.0,0.0,418.3017391304348,9620.94,7.826086956521739,0.0,15.0,9620.94,28.0,1.0,1.0,1.0,79.0,57.03,45.0,0.7777777777777778,2.821428571428572,1.0,0.0,0.0,Mid Value,Very Recent,0.3947368421052631,0.131578947368421,0.0,0.0,0.3684210526315789,0.1052631578947368,0.0,0.0,0.1052631578947368,0.0,0.1578947368421052,0.0789473684210526,0.0,0.0526315789473684,0.0789473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263157894736842,0.131578947368421,0.0,0.1052631578947368,0.0,Emerging,9620.94,28.0,Maintenance Kits,0.105103150170588,1.0,Premium Products,0.069765423720659,2.0,,,,Facility Safety Type 2,0.1859949315831988,1.0,Core Basic Type 2,0.1738591657058322,2.0,Monitoring Type 1,0.1720989332527628,3.0,grp3,Facility Safety Type 2,0.1859949315831988,0.2829093087368283,Hot,recent/frequent buyer; low inactivity risk,grp3,Core Basic Type 2,0.1738591657058322,0.2774482140920133,Hot,recent/frequent buyer; low inactivity risk,grp3,Monitoring Type 1,0.1720989332527628,0.2766561094881321,Hot,recent/frequent buyer; low inactivity risk
C00416,Prime Solutions BV 0416,Mid-Market,Large,Energy,DACH,West,Spain,Outbound Sales,2021-06-01,C00416,8.0,5.0,0.4285714285714285,0.5,0.1666666666666666,0.1142857142857142,1303.485263157895,358.9307246376812,8.0,23.0,7.0,0.3478260869565217,4.0,1.0,2.142857142857143,10.0,1.0,0.0,1076.7921739130436,24766.22,4.173913043478261,7.0,8.0,24766.22,15.0,1.0,1.0,1.0,35.0,23.23,15.89,0.4411764705882353,2.333333333333333,1.0,0.0,1.0,High Value,Inactive,0.1884057971014492,0.6231884057971014,0.0,0.0,0.0,0.1884057971014492,0.0,0.0,0.0,0.0,0.0,0.0,0.4927536231884058,0.1304347826086956,0.0,0.0,0.0,0.0,0.1884057971014492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1884057971014492,0.0,0.0,0.0,2.0,Dormant,24766.22,15.0,Premium Products,0.0449104135246711,1.0,Maintenance Kits,0.0441355252823987,2.0,Safety Solutions,0.0241819290763473,3.0,Installation Type 1,0.1667406118319561,1.0,Installation Type 2,0.1390976475272514,2.0,Training Type 1,0.1368741826728824,3.0,grp3,Installation Type 1,0.1667406118319561,0.2019767217051031,Warm,low inactivity risk; recent sales activity but no recent sales,grp3,Installation Type 2,0.1390976475272514,0.189537387767986,Warm,low inactivity risk; recent sales activity but no recent sales,grp3,Training Type 1,0.1368741826728824,0.1885368285835199,Warm,low inactivity risk; recent sales activity but no recent sales
C00417,NovaCore Services Ltd 0417,Mid-Market,Medium,Construction,Benelux,West,Italy,Partner,2021-10-01,C00417,10.0,11.0,0.8571428571428571,0.8333333333333334,0.3333333333333333,0.2285714285714285,605.3426086956522,262.6958490566038,10.0,30.0,2.0,0.3333333333333333,2.0,1.0,2.2222222222222223,4.0,0.0,0.0,464.096,13922.88,4.0,2.0,10.0,13922.88,8.0,1.0,1.0,1.0,19.0,14.01,7.16,0.2285714285714285,2.375,1.0,0.0,0.0,Mid Value,Recent,0.1698113207547169,0.3396226415094339,0.1320754716981132,0.0,0.1132075471698113,0.2452830188679245,0.0,0.0,0.1132075471698113,0.0,0.0,0.1698113207547169,0.0943396226415094,0.2452830188679245,0.0,0.0,0.0,0.0,0.0,0.0566037735849056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1320754716981132,0.0,0.0,0.0,0.0566037735849056,0.1320754716981132,0.0,Emerging,13922.88,8.0,Premium Products,0.1507615555345834,1.0,,,,,,,Core Basic Type 2,0.1643305272792821,1.0,Personal Safety Type 1,0.1612606297135585,2.0,Repair Kits Type 2,0.1569774737031668,3.0,grp3,Core Basic Type 2,0.1643305272792821,0.2099491547230429,Warm,recent/frequent buyer; low inactivity risk,grp3,Personal Safety Type 1,0.1612606297135585,0.2085677008184674,Warm,recent/frequent buyer; low inactivity risk,grp3,Repair Kits Type 2,0.1569774737031668,0.2066402806137911,Warm,recent/frequent buyer; low inactivity risk
C00418,BluePeak Industries LLC 0418,SMB,Small,Retail,DACH,East,Italy,Partner,2020-12-01,C00418,31.0,10.0,0.8571428571428571,0.3333333333333333,0.2777777777777778,0.2,240.6256862745098,98.17528,31.0,35.0,0.0,0.8857142857142857,11.0,11.0,0.1333333333333333,2.0,0.0,0.0,701.252,24543.82,10.62857142857143,0.0,31.0,24543.82,27.0,1.0,1.0,1.0,117.0,84.95,59.45,0.75,4.333333333333333,1.0,0.0,0.0,High Value,Very Recent,0.0,0.76,0.0,0.0,0.24,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.096,0.124,0.296,0.12,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Core,24543.82,27.0,Maintenance Kits,0.0777522798855965,1.0,Automation Modules,0.0714061249058776,2.0,Premium Products,0.0708146852516559,3.0,Facility Safety Type 2,0.2131406692407256,1.0,Sensors Type 1,0.0790862265734815,2.0,Premium Custom Type 2,0.0775147136406643,3.0,grp3,Facility Safety Type 2,0.2131406692407256,0.3608732185846091,Hot,recent/frequent buyer; strong Salesforce engagement; low inactivity risk,grp3,Sensors Type 1,0.0790862265734815,0.3005487193843492,Hot,recent/frequent buyer; strong Salesforce engagement; low inactivity risk,grp1,Maintenance Kits,0.0777522798855965,0.299948443374801,Hot,recent/frequent buyer; strong Salesforce engagement; low inactivity risk
C00419,Silverline Solutions AG 0419,Mid-Market,Very Large,Healthcare,DACH,Unknown,Switzerland,Outbound Sales,2020-12-01,C00419,12.0,9.0,0.7142857142857143,0.8333333333333334,0.4444444444444444,0.2571428571428571,1858.1184615384616,161.03693333333334,12.0,24.0,12.0,0.5,5.0,1.0,1.0909090909090908,4.0,1.0,1.0,2012.9616666666668,48311.08,6.0,12.0,12.0,48311.08,17.0,1.0,1.0,1.0,46.0,34.89,24.39,0.4722222222222222,2.7058823529411766,1.0,0.0,1.0,High Value,Inactive,0.1633333333333333,0.32,0.3166666666666666,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0266666666666666,0.16,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.15,0.0,0.0,0.1233333333333333,0.0,0.0,0.0,Emerging,48311.08,17.0,Service Contracts,0.1294363739077978,1.0,,,,,,,Core Advanced Type 1,0.1908642010555527,1.0,Compliance Safety Type 1,0.1851637149421085,2.0,Core Advanced Type 2,0.179401836879988,3.0,grp3,Core Advanced Type 1,0.1908642010555527,0.2197344068966953,Warm,low inactivity risk; recent sales activity but no recent sales,grp3,Compliance Safety Type 1,0.1851637149421085,0.2171691881456454,Warm,low inactivity risk; recent sales activity but no recent sales,grp3,Core Advanced Type 2,0.179401836879988,0.2145763430176912,Warm,low inactivity risk; recent sales activity but no recent sales
C00420,Redwood Solutions Group 0420,Public Sector,Medium,Public Administration,Western Europe,North,Germany,Referral,2022-09-01,C00420,3.0,5.0,0.5714285714285714,0.6666666666666666,0.2777777777777778,0.1428571428571428,1286.605,643.3025,3.0,28.0,8.0,0.1071428571428571,1.0,1.0,12.5,17.0,1.0,0.0,367.6014285714286,10292.84,1.2857142857142856,8.0,3.0,10292.84,25.0,1.0,1.0,1.0,60.0,41.51,31.38,0.6944444444444444,2.4,1.0,0.0,1.0,Mid Value,Inactive,0.0625,0.0,0.3125,0.0625,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0625,0.0,0.0,0.0,Emerging,10292.84,25.0,Core Products,0.1190446847950002,1.0,Safety Solutions,0.0900516423895709,2.0,,,,Installation Type 1,0.2300350533366982,1.0,Training Type 1,0.1600403247427028,2.0,Premium Custom Type 1,0.1585276805029571,3.0,grp3,Installation Type 1,0.2300350533366982,0.1927955611006308,Warm,recent sales activity but no recent sales,grp3,Training Type 1,0.1600403247427028,0.1612979332333329,Cold,recent sales activity but no recent sales,grp3,Premium Custom Type 1,0.1585276805029571,0.1606172433254473,Cold,recent sales activity but no recent sales
C00421,IronBridge Trading SRL 0421,Mid-Market,Large,Logistics,DACH,North,Italy,Website,2022-01-01,C00421,30.0,10.0,0.4285714285714285,0.6666666666666666,0.4444444444444444,0.2857142857142857,2903.47462962963,282.75496844003607,30.0,36.0,0.0,0.8333333333333334,10.0,1.0,0.2068965517241379,3.0,0.0,0.0,8710.423888888889,313575.26,10.0,0.0,30.0,313575.26,25.0,1.0,1.0,1.0,103.0,76.54,46.81,0.6944444444444444,4.12,1.0,0.0,0.0,Top Value,Very Recent,0.4815148782687105,0.1289449954914337,0.2551848512173129,0.0,0.1343552750225428,0.0,0.0649233543733092,0.0,0.0,0.0,0.1244364292155094,0.1289449954914337,0.0,0.0,0.1289449954914337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0838593327321911,0.0,0.0,0.1343552750225428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1036970243462579,0.0865644724977457,0.0,0.0613165013525698,0.0829576194770063,0.0,0.0,4.0,Core,313575.26,25.0,Service Contracts,0.1354716966634516,1.0,Premium Products,0.1045966884823269,2.0,,,,Personal Safety Type 1,0.179235250327325,1.0,Facility Safety Type 2,0.1774120495135658,2.0,Core Advanced Type 2,0.1712095830339421,3.0,grp3,Personal Safety Type 1,0.179235250327325,0.3811845432825039,Hot,recent/frequent buyer; low inactivity risk,grp3,Facility Safety Type 2,0.1774120495135658,0.3803641029163123,Hot,recent/frequent buyer; low inactivity risk,grp3,Core Advanced Type 2,0.1712095830339421,0.3775729930004816,Hot,recent/frequent buyer; low inactivity risk
C00422,Summit Medical SAS 0422,SMB,Medium,Retail,Western Europe,East,Germany,Website,2022-09-01,C00422,8.0,10.0,0.8571428571428571,0.6666666666666666,0.4444444444444444,0.2857142857142857,138.7430434782609,106.36966666666667,8.0,22.0,3.0,0.3636363636363636,2.0,2.0,2.0,7.0,0.0,0.0,145.04954545454547,3191.09,4.363636363636364,3.0,8.0,3191.09,10.0,1.0,1.0,1.0,35.0,22.31,24.14,0.3333333333333333,3.5,1.0,0.0,0.0,Low Value,Recent,0.1,0.4666666666666667,0.1666666666666666,0.0,0.2666666666666666,0.0,0.0,0.1666666666666666,0.0333333333333333,0.0666666666666666,0.0333333333333333,0.0,0.1,0.2,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,Emerging,3191.09,10.0,Premium Products,0.102543946495228,1.0,Service Contracts,0.0531323563701156,2.0,,,,Personal Safety Type 1,0.2372091771195528,1.0,Core Basic Type 2,0.2281618342565051,2.0,Core Basic Type 1,0.19690470724243,3.0,grp3,Personal Safety Type 1,0.2372091771195528,0.2443746723921508,Warm,low inactivity risk,grp3,Core Basic Type 2,0.2281618342565051,0.2403033681037793,Warm,low inactivity risk,grp3,Core Basic Type 1,0.19690470724243,0.2262376609474455,Warm,low inactivity risk
C00423,ClearView Trading SAS 0423,Mid-Market,Medium,Manufacturing,Western Europe,North,France,Website,2022-03-01,C00423,14.0,7.0,0.7142857142857143,0.6666666666666666,0.3888888888888889,0.2,827.2372499999999,258.511640625,14.0,34.0,2.0,0.4117647058823529,5.0,2.0,1.5384615384615383,8.0,0.0,0.0,973.220294117647,33089.49,4.941176470588235,2.0,14.0,33089.49,13.0,1.0,1.0,1.0,47.0,42.74,23.48,0.3823529411764705,3.615384615384616,1.0,0.0,0.0,High Value,Recent,0.3984375,0.203125,0.2421875,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.078125,0.0,0.0,0.0,0.0,0.0,0.203125,0.0,0.0,0.0,0.0,0.0,0.0,0.1640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0546875,0.0,0.0,0.15625,0.0,0.15625,0.0,Emerging,33089.49,13.0,Premium Products,0.0771754882417089,1.0,Safety Solutions,0.0494626893099285,2.0,,,,Calibration Kits Type 2,0.1557129801415708,1.0,Core Basic Type 2,0.1491860716855187,2.0,Training Type 1,0.1470353414321172,3.0,grp3,Calibration Kits Type 2,0.1557129801415708,0.2393416642394861,Warm,recent/frequent buyer; low inactivity risk,grp3,Core Basic Type 2,0.1491860716855187,0.2364045554342627,Warm,recent/frequent buyer; low inactivity risk,grp3,Training Type 1,0.1470353414321172,0.235436726820232,Warm,recent/frequent buyer; low inactivity risk
