ID_Customer,customer_top_product_group,customer_top_product,customer_top_model_probability,customer_top_expected_order_value,customer_top_expected_revenue,customer_top_lead_score,customer_lead_tier
C00018,grp3,Installation Type 2,0.8091816694209241,7139.734808663487,5777.3425316970015,0.5474619493476598,Warm
C00019,grp1,Service Contracts,0.7076280237755724,4982.983184278899,3526.0985431981862,0.45775203516365565,Cold
C00020,grp3,Core Basic Type 1,0.7314838047089514,499.55301648773815,365.41494115428424,0.4194320419047507,Cold
C00021,grp3,Core Basic Type 1,0.5606656513688394,456.3105827697609,255.8376701151027,0.39809949474112055,Cold
C00022,grp3,Repair Kits Type 1,0.8080241742997817,1058.3632704869774,855.1831077444564,0.48205680281427865,Warm
C00023,grp3,Sensors Type 2,0.5507371931468786,4774.635276994954,2629.5692307522704,0.3925994182223003,Cold
C00024,grp3,Repair Kits Type 2,0.7309951469897126,795.806803799487,581.7309115188194,0.5664208134530446,Warm
C00025,grp1,Maintenance Kits,0.6336354979273666,679.8050049400894,430.74858279872944,0.4172849865000332,Cold
C00026,grp3,Core Advanced Type 1,0.6803523260121449,173.40101828068265,117.9737861201369,0.425863183279162,Cold
C00027,grp3,Installation Type 1,0.5319485342225909,4973.377618097803,2645.5809340825667,0.2839468811286104,Cold
C00028,grp1,Service Contracts,0.7948658101971617,2424.6002030025124,1927.2318047637948,0.4989998345649297,Warm
C00029,grp1,Premium Products,0.7545140841738053,6178.192749198129,4661.533444010471,0.5024163667676983,Warm
C00030,grp3,Core Replacement Type 2,0.7363662566143919,262.05531792058514,192.96869348307567,0.47617581116013047,Warm
C00031,grp3,Premium Standard Type 2,0.6535278769860062,2566.8631684623056,1677.5166369987437,0.4831715434044156,Warm
C00032,grp3,Premium Custom Type 1,0.8031214633126595,2315.490538131079,1859.6201492704497,0.6596283419161835,Hot
C00033,grp3,Training Type 2,0.7532789916282671,9693.533299237104,7301.9349889643545,0.5240380519201573,Warm
C00034,grp1,Service Contracts,0.8574034653054864,4097.4572712523,3513.1740633128848,0.6401401339752726,Hot
C00035,grp1,Core Products,0.7957953759813923,903.3219158232719,718.8594036348122,0.4977653420867951,Warm
C00036,grp3,Core Basic Type 1,0.6560058777759837,338.8375642237148,222.2794337420543,0.4806163508906789,Warm
C00037,grp3,Extended Support Type 2,0.7947667799394758,7876.9709952929725,6260.354873605643,0.6245176688082129,Hot
C00038,grp3,Extended Support Type 2,0.8438361039694237,6222.331768955533,5250.628197520609,0.42793826498120036,Cold
C00039,grp3,Training Type 1,0.8644690314038908,9168.20674483547,7925.630804418537,0.5248076231305528,Warm
C00040,grp3,Installation Type 1,0.860221520879304,5456.7582301022785,4694.020863769241,0.5302391005206729,Warm
C00041,grp1,Service Contracts,0.8193658200365206,1762.6597694628583,1444.2631674513193,0.4995492723897432,Warm
C00042,grp3,Installation Type 1,0.7706439661649221,3360.6204452270367,2589.84186868469,0.5386222248189352,Warm
C00043,grp3,Premium Plus Type 2,0.8358038816747829,7120.514513070366,5951.353669545839,0.8182272869020896,Hot
C00044,grp1,Premium Products,0.730227283055829,1002.9454384035774,732.3781225386816,0.40893387401779996,Cold
C00045,grp3,Premium Standard Type 2,0.4435348634147982,480.41075086784804,213.07891676917163,0.22633159284966353,Cold
C00046,grp3,Personal Safety Type 2,0.7632702027406777,213.9172442327499,163.27665837525808,0.45741669853372474,Cold
C00047,grp1,Safety Solutions,0.635607187601203,178.03123287602736,113.15793123350659,0.39566322914962127,Cold
C00048,grp3,Personal Safety Type 2,0.6593967223607597,207.10000237243946,136.56106276529215,0.4582355024339424,Cold
C00049,grp1,Service Contracts,0.775492422204205,6210.426797675627,4816.1389202513765,0.5371225949216845,Warm
C00050,grp3,Premium Plus Type 2,0.6418689090500078,3572.290081273368,2292.9419372771004,0.5747629623806548,Hot
C00051,grp3,Preventive Kits Type 1,0.6605600498684991,231.02266266883328,152.60434157327796,0.46161698647524635,Cold
C00052,grp3,Calibration Kits Type 2,0.3246900594166625,259.07255103835547,84.11828198986997,0.17558438229575865,Cold
C00053,grp3,Personal Safety Type 2,0.5698915922495676,375.08446593466283,213.75748351958373,0.323874492469023,Cold
C00054,grp3,Core Basic Type 1,0.6591801150981047,764.2998383741697,503.81125542894796,0.38863709328430246,Cold
C00055,grp3,Compliance Safety Type 2,0.8223190641096748,138.95315361518524,114.26382723592701,0.4606756847166294,Cold
C00056,grp3,Core Advanced Type 1,0.5334348581403566,795.8476198569376,424.53286219972597,0.2969873952464704,Cold
C00057,grp3,Core Replacement Type 2,0.45999553926422804,280.2811253855924,128.9280674173303,0.23784946896690223,Cold
C00058,grp3,Core Replacement Type 2,0.8122721688378828,615.3405155235353,499.82397511812286,0.49388650467708495,Warm
C00059,grp3,Preventive Kits Type 1,0.6007939046023808,555.656844529717,333.83524524404675,0.49631419479198724,Warm
C00060,grp3,Training Type 1,0.7772863321982227,6870.535925936975,5340.373670107671,0.5077009157592438,Warm
C00061,grp3,Core Advanced Type 2,0.7711878182008385,114.85968538815936,88.57839017372935,0.485548205902488,Warm
C00062,grp3,Premium Standard Type 1,0.7143528358579011,289.6220396899598,206.8923253794724,0.46089210055623614,Cold
C00063,grp3,Installation Type 1,0.6508536191929308,8193.579614623262,5332.82094632297,0.42458297682697554,Cold
C00064,grp3,Core Advanced Type 1,0.8648091400080347,478.52245738979184,413.8305948497973,0.6065827656908976,Hot
C00065,grp3,Compliance Safety Type 2,0.8762058404813715,154.16360942068684,135.0790549640948,0.550517343578763,Warm
C00066,grp3,Sensors Type 1,0.7726028970316027,3373.6893204201524,2606.5221426411886,0.4880171428686531,Warm
C00067,grp3,Monitoring Type 2,0.9338568262428605,7308.774411026432,6825.348875206176,0.8149978006286573,Hot
C00068,grp3,Core Basic Type 1,0.6862746093002239,338.8375642237148,232.53561700386942,0.43614687798395335,Cold
C00069,grp3,Premium Standard Type 1,0.6850308374662867,413.5891360766893,283.32131225357244,0.4487629888112133,Cold
C00070,grp1,Safety Solutions,0.8027868506588806,867.5060769196804,696.4224714177908,0.5353640618514716,Warm
C00071,grp3,Extended Support Type 2,0.8916588424186096,3883.1338887978136,3462.4306682419324,0.6747740742889657,Hot
C00072,grp3,Premium Standard Type 1,0.5387517305015396,1356.305722063881,730.712054851056,0.41913387393759766,Cold
C00073,grp3,Installation Type 1,0.8122672615114,3254.8642277197364,2643.819652841328,0.48986502997940234,Warm
C00074,grp3,Core Basic Type 1,0.7410767769832456,411.2589994483848,304.7744938165634,0.47486134229651317,Warm
C00075,grp1,Safety Solutions,0.7042578959214787,310.9873773615274,219.0153160387682,0.4489581925441246,Cold
C00076,grp1,Maintenance Kits,0.7207626536502884,215.4448914608571,155.2846316847257,0.5056878120732289,Warm
C00077,grp3,Sensors Type 1,0.6845496408575957,6430.617162879434,4402.076669341807,0.48783016127306106,Warm
C00078,grp3,Training Type 2,0.621485166620703,3670.815046106998,2281.3571005635913,0.5004855899939339,Warm
C00079,grp1,Safety Solutions,0.8119723657881729,884.4630350888052,718.159543053245,0.599229109647227,Hot
C00080,grp3,Controllers Type 2,0.6161440777784661,3394.034075689011,2091.213995514094,0.4326458693205218,Cold
C00081,grp3,Training Type 2,0.5651878233820237,8252.028894541245,4663.946249391333,0.4889660647510833,Warm
C00082,grp3,Core Replacement Type 2,0.7145472836805827,352.0990800882644,251.59144126350125,0.4902125184564689,Warm
C00083,grp3,Compliance Safety Type 2,0.7427980154477452,346.2118455691643,257.1654718132765,0.4271770758710924,Cold
C00084,grp3,Premium Plus Type 2,0.5349572016975458,828.1848042420886,443.04342536577747,0.3952733863069358,Cold
C00085,grp1,Premium Products,0.8979445964504725,6178.192749198129,5547.674794971949,0.735785588278169,Hot
C00086,grp1,Automation Modules,0.5350209853205731,4135.724415653241,2212.6993518771483,0.325811598280639,Cold
C00087,grp3,Sensors Type 2,0.7852746343901447,4398.735782220286,3454.2156331618817,0.5051825372962955,Warm
C00088,grp1,Maintenance Kits,0.7381728996185725,216.14258293994615,159.55059717982783,0.43445774931324693,Cold
C00089,grp3,Core Replacement Type 2,0.7756650255352611,527.742058653183,409.35105740125243,0.4743832315754802,Warm
C00090,grp3,Premium Standard Type 1,0.944813340979018,924.6324972783509,873.6051189313315,0.501748304798061,Warm
C00091,grp3,Installation Type 1,0.786966640483597,5317.697019195939,4184.850158306266,0.6330074479514906,Hot
C00092,grp3,Premium Standard Type 1,0.6538065114552628,820.3006468600756,536.3179042680815,0.4573112777660679,Cold
C00093,grp3,Controllers Type 1,0.5227694531120967,1519.6282672674356,794.4152382130803,0.37289866854512643,Cold
C00094,grp1,Premium Products,0.8268895016956589,1255.046864093138,1037.7850760546742,0.47179036191318935,Warm
C00095,grp3,Installation Type 1,0.9348655497247014,22991.314430188122,21493.78780367128,0.7176596741353714,Hot
C00096,grp3,Core Advanced Type 1,0.5788406057403955,140.42201779027212,81.28196583700971,0.4639937790354952,Cold
C00097,grp3,Extended Support Type 2,0.7026698095902859,9141.3615683703,6423.358792642715,0.6021267563738018,Hot
C00098,grp3,Core Replacement Type 1,0.822881889955593,220.75406242153167,181.65452010080492,0.5008910324730705,Warm
C00099,grp3,Calibration Kits Type 1,0.7209493452256244,636.7674254770519,459.07705845868713,0.5881674937391262,Hot
C00100,grp3,Compliance Safety Type 2,0.5219300105960709,201.554316560379,105.19724657804244,0.37475772578805794,Cold
C00101,grp3,Installation Type 1,0.7255427460400907,14570.749773495796,10571.70180252517,0.4734706858042526,Warm
C00102,grp3,Preventive Kits Type 1,0.4316531563240513,732.8833121780532,316.3513949188817,0.36589765672856106,Cold
C00103,grp3,Extended Support Type 2,0.8249164231439651,2995.3698856334895,2470.929812049926,0.47532433514047856,Warm
C00104,grp1,Maintenance Kits,0.7350599120662412,513.9501297315853,377.7841371669324,0.5061558654105107,Warm
C00105,grp3,Premium Plus Type 2,0.7232956912402261,4609.671005120097,3334.155176038368,0.4859606311892919,Warm
C00106,grp1,Safety Solutions,0.8159589980735145,371.58311828300253,303.19658889523095,0.5137565365981468,Warm
C00107,grp3,Training Type 1,0.8048167208245292,3422.6259884579404,2754.586624639532,0.49017339980571173,Warm
C00108,grp3,Repair Kits Type 2,0.7906132700092606,1718.0888018254684,1358.343805777526,0.6455355768034893,Hot
C00109,grp3,Core Basic Type 1,0.6811226831521202,266.72221550148845,181.67055107865184,0.3663648836293661,Cold
C00110,grp3,Extended Support Type 2,0.5530428753897149,1969.2427488232431,1089.0756721495525,0.3091349197772004,Cold
C00111,grp3,Monitoring Type 1,0.619885083807474,3584.4756612611354,2221.9629956867097,0.41423449258385886,Cold
C00112,grp3,Training Type 2,0.7059327911795646,11554.605822880352,8156.775139525577,0.6393306013406618,Hot
C00113,grp3,Installation Type 1,0.803330064690361,3507.6138992902506,2817.771700625646,0.5028466533084078,Warm
C00114,grp1,Premium Products,0.7833582461639755,1843.0670190562184,1443.7817476105458,0.5226803240777951,Warm
C00115,grp3,Repair Kits Type 1,0.7334328852540923,916.7917765127206,672.4052378249497,0.4746201164879857,Warm
C00116,grp3,Core Replacement Type 2,0.8257386806137076,390.8162477956297,322.71209281716307,0.5546252782500442,Warm
C00117,grp3,Installation Type 1,0.6156603446653108,10103.82101932746,6220.521931195757,0.606574734252815,Hot
C00118,grp3,Compliance Safety Type 2,0.7094783908578187,346.2118455691643,245.62982309032634,0.4074628347404151,Cold
C00119,grp1,Maintenance Kits,0.6708487059766581,804.9999929381237,540.0332035737592,0.535431013978363,Warm
C00120,grp3,Core Basic Type 2,0.5555430929174895,236.36475188603612,131.31080531944352,0.3261928973229048,Cold
C00121,grp3,Core Replacement Type 1,0.8460486042164769,1097.1895247349823,928.2756659629714,0.6790903480856499,Hot
C00122,grp3,Installation Type 1,0.912543547917123,4771.778252757681,4354.455456645264,0.5904534042368452,Hot
C00123,grp3,Repair Kits Type 1,0.42931644793080237,403.3422574453062,173.16146526681007,0.23383818732123532,Cold
C00124,grp1,Premium Products,0.5993095775969333,1158.8000543074106,694.4799710662776,0.3096102916635149,Cold
C00125,grp3,Core Basic Type 2,0.6916787386731732,97.69802248116297,67.57564496063412,0.3770925638226983,Cold
C00126,grp3,Installation Type 2,0.5667874746110925,3834.9231250941302,2173.5863933997807,0.3846910845088593,Cold
C00127,grp3,Calibration Kits Type 2,0.588569141987695,448.95907115159713,264.2434552952881,0.4186001016367135,Cold
C00128,grp3,Monitoring Type 1,0.5121242557401289,2932.4318097446935,1501.7694580741804,0.4752858167930545,Warm
C00129,grp3,Installation Type 1,0.9442864399310885,4568.891939665102,4314.342704136205,0.5483146232205351,Warm
C00130,grp1,Safety Solutions,0.7260797135230749,1819.0588918172266,1320.7817590522538,0.6372837314716938,Hot
C00131,grp3,Preventive Kits Type 1,0.782167107896567,586.8148638304905,458.9872849130125,0.5416075919395762,Warm
C00132,grp3,Core Basic Type 2,0.5016016897609245,153.88998505277087,77.19147653975327,0.36928697854851184,Cold
C00133,grp3,Premium Custom Type 1,0.8286348229093665,4339.533918627987,3595.8889201714915,0.6357630621833296,Hot
C00134,grp3,Core Basic Type 2,0.5548816328395243,307.6893591316893,170.73117400233855,0.4041137198820702,Cold
C00135,grp3,Core Replacement Type 1,0.8387689573494345,335.13766966762944,281.10307375563673,0.5752445511328028,Hot
C00136,grp1,Premium Products,0.8273401355221536,3803.698493661532,3146.9524272313433,0.5709139998603678,Hot
C00137,grp3,Sensors Type 2,0.8137092676151938,6109.414472026579,4971.287175590413,0.5585654940673821,Warm
C00138,grp1,Service Contracts,0.8950454818950144,6139.826322505148,5495.423809578314,0.5361436729821274,Warm
C00139,grp3,Training Type 1,0.4691838733905227,4520.976028759362,2121.1690446790203,0.2884539620325753,Cold
C00140,grp3,Extended Support Type 2,0.720361511506549,2978.153296135817,2145.3470099026085,0.45626781864829513,Cold
C00141,grp3,Monitoring Type 2,0.7956193562341091,7308.774411026432,5815.00239176118,0.8158366690903239,Hot
C00142,grp1,Maintenance Kits,0.7411155281434881,760.5457532536789,563.6522675998872,0.5200608730205156,Warm
C00143,grp3,Calibration Kits Type 2,0.4612949249224094,588.948247968226,271.6788378296874,0.41498563493882035,Cold
C00144,grp3,Core Replacement Type 2,0.7475733818120167,1121.1245015423697,838.1228350503409,0.6350780571182877,Hot
C00145,grp3,Installation Type 1,0.4985286542595548,4376.9971473652095,2182.058497573888,0.2975498327813497,Cold
C00146,grp3,Training Type 2,0.7485110014229869,1351.5597245159254,1011.6573228803916,0.5168117858226448,Warm
C00147,grp3,Installation Type 1,0.8660491397567571,10103.82101932746,8750.405502044789,0.6130729275527277,Hot
C00148,grp3,Compliance Safety Type 2,0.9163899802637867,302.7064562016683,277.3971634243676,0.537481598600594,Warm
C00149,grp3,Premium Custom Type 1,0.8316156556201321,5221.988397527532,4342.687304850581,0.5979089070999162,Hot
C00150,grp3,Training Type 1,0.8234872244159797,7898.98568078394,6504.713793970334,0.587881119499139,Hot
C00151,grp3,Core Replacement Type 1,0.5709188753239002,102.5457526077886,58.545305748081574,0.400283783713246,Cold
C00152,grp3,Preventive Kits Type 1,0.6758039465669434,841.8578265018876,568.9308415982448,0.4026785956430603,Cold
C00153,grp3,Installation Type 2,0.6729235864964698,4750.7896268829545,3196.9183944123033,0.4187213062341187,Cold
C00154,grp3,Preventive Kits Type 1,0.5419707190239497,757.1521384927499,410.3542889094368,0.38979847995563466,Cold
C00155,grp3,Core Advanced Type 2,0.4835179784290352,382.4408004538239,184.91700270421498,0.42446205706276574,Cold
C00156,grp3,Training Type 1,0.8838337925294961,9168.20674483547,8103.17093798244,0.5586849223621722,Warm
C00157,grp1,Service Contracts,0.8161199340683077,2511.5691494335033,2049.7416486436664,0.43482181881112675,Cold
C00158,grp3,Core Replacement Type 1,0.5781293869587645,454.1936775045021,262.5827123362246,0.43608709510729293,Cold
C00159,grp3,Premium Custom Type 1,0.586872736670741,4339.533918627987,2546.7541467007118,0.5608575262965193,Warm
C00160,grp3,Core Advanced Type 1,0.6556704084645049,690.2674261145728,452.5879252302844,0.4657330257071852,Cold
C00161,grp3,Core Advanced Type 1,0.7535316538259572,140.42201779027212,105.81243529908174,0.46774059806141477,Cold
C00162,grp3,Monitoring Type 1,0.7625137907868285,1736.7453221643614,1324.2922592348389,0.4401042179187595,Cold
C00163,grp3,Personal Safety Type 2,0.6341920909008686,198.93880456695845,126.16541642963864,0.3996990918831596,Cold
C00164,grp3,Compliance Safety Type 2,0.8235905196786113,316.62057127971406,260.7657008411985,0.49505470908806437,Warm
C00165,grp3,Premium Standard Type 1,0.7043681337280441,2803.981949595315,1975.0355328435746,0.614443694701981,Hot
C00166,grp1,Safety Solutions,0.8908636934348813,377.300518821856,336.12333373253557,0.5023522072057268,Warm
C00167,grp3,Core Replacement Type 2,0.7319530067382819,280.2811253855924,205.15261245797376,0.46779831092956087,Cold
C00168,grp3,Core Basic Type 2,0.7694652592147126,390.79208992465186,300.7009367729315,0.6098112978683888,Hot
C00169,grp1,Service Contracts,0.682451720227256,4309.643730777121,2941.1237776354556,0.44814053901475276,Cold
C00170,grp3,Core Basic Type 1,0.5960061366159681,453.58656492646406,270.3403761827298,0.5444859744702649,Warm
C00171,grp3,Compliance Safety Type 2,0.6035690735030115,199.76360246117184,120.57113245711339,0.3838089273176821,Cold
C00172,grp3,Core Replacement Type 2,0.8071434702583847,652.079572871805,526.3217693323539,0.5245552636991688,Warm
C00173,grp3,Core Advanced Type 2,0.5822147770360266,459.43874155263745,267.4920244747815,0.5164487930143077,Warm
C00174,grp3,Core Advanced Type 1,0.8393164780263469,561.6880711610885,471.4340536363369,0.6271343880052823,Hot
C00175,grp1,Service Contracts,0.8805947924711052,3624.7542107320346,3191.9396819583408,0.5555874876365473,Warm
C00176,grp3,Premium Standard Type 2,0.7776489713539684,2791.5096439213908,2170.8146031201522,0.5565317826312098,Warm
C00177,grp3,Core Replacement Type 1,0.7966835180447217,293.56499940463294,233.8783965004796,0.6123592417030078,Hot
C00178,grp3,Core Replacement Type 1,0.6936241453990016,317.8387761606035,220.4606494890632,0.45581633551570966,Cold
C00179,grp3,Premium Custom Type 1,0.5765622575800188,1409.653878053239,812.7532223368039,0.39424605203887425,Cold
C00180,grp3,Installation Type 1,0.7944975782264454,10716.391166971833,8514.146829486392,0.5737110199204115,Hot
C00181,grp3,Core Replacement Type 2,0.6034480008224972,173.31286223263996,104.58530023111146,0.4228848475140349,Cold
C00182,grp3,Premium Standard Type 1,0.7090395275006223,1793.9332912087912,1271.9696131663175,0.44296189987937684,Cold
C00183,grp3,Repair Kits Type 1,0.8112929988706328,1613.3690297812248,1308.914998456213,0.6306826943850534,Hot
C00184,grp3,Core Advanced Type 1,0.6072123921052244,214.08496278441294,129.99504236608132,0.4173672913347815,Cold
C00185,grp3,Personal Safety Type 2,0.8340464623895018,143.94360624853417,120.0556555751773,0.5437931008420971,Warm
C00186,grp1,Service Contracts,0.7193463153578628,5109.693634772352,3675.6392887810166,0.5213939770870895,Warm
C00187,grp3,Repair Kits Type 1,0.5632484971351208,617.7289272378589,347.9348899036144,0.3894212042949898,Cold
C00188,grp3,Personal Safety Type 2,0.6660440660070722,461.9497043546883,307.6788593791615,0.5768754672236437,Hot
C00189,grp3,Personal Safety Type 2,0.8890845086100126,1151.3481853973144,1023.645835653001,0.6939734585173029,Hot
C00190,grp3,Installation Type 1,0.8597441838684936,9599.42153080517,8253.046829611736,0.5195969436577338,Warm
C00191,grp3,Preventive Kits Type 1,0.776823216650755,647.781812350422,503.2119511579106,0.5098255524393064,Warm
C00192,grp3,Installation Type 2,0.9206385267467039,5546.514734062142,5106.335153345857,0.5307097106489052,Warm
C00193,grp3,Premium Plus Type 2,0.6419672477218591,3267.130926657795,2097.3910489334717,0.4564744862183895,Cold
C00194,grp3,Monitoring Type 1,0.6033486164899936,4002.3408942699334,2414.806841279088,0.4077847388798157,Cold
C00195,grp3,Training Type 2,0.7056066541056832,2174.4449622725124,1534.302834366066,0.535004330687403,Warm
C00196,grp3,Core Basic Type 2,0.6221313200690157,97.69802248116297,60.78099969433829,0.399292054693323,Cold
C00197,grp3,Installation Type 2,0.7400125735763383,2266.9991690325824,1677.6078893712217,0.5115897625579943,Warm
C00198,grp3,Monitoring Type 1,0.7990804592679347,6068.815321944652,4849.471734671812,0.5937841108956339,Hot
C00199,grp3,Monitoring Type 1,0.5875477309003337,733.1079524361734,430.7359139588635,0.3860597047091357,Cold
C00200,grp3,Core Basic Type 1,0.6459233647454188,201.38738074960494,130.0808145910516,0.4458269678403693,Cold
C00201,grp3,Personal Safety Type 2,0.7765466312469377,461.9497043546883,358.725486722152,0.5880927500779045,Hot
C00202,grp3,Controllers Type 1,0.4591148569094295,2750.0577078856736,1262.5923510486048,0.3502647411356525,Cold
C00203,grp3,Core Basic Type 1,0.6244805662335117,228.5639182325577,142.7337250784177,0.4219714290665262,Cold
C00204,grp3,Training Type 2,0.7990962403824334,11554.605822880352,9233.242072164663,0.7414346068590322,Hot
C00205,grp3,Core Advanced Type 1,0.8326697173701918,926.7827726528049,771.7039493683737,0.6301262818128482,Hot
C00206,grp3,Core Basic Type 2,0.7129502792994593,708.355325632502,505.0221272529517,0.5709783871515833,Hot
C00207,grp1,Service Contracts,0.8866046368480507,5837.421944511542,5175.485363242497,0.515432267920878,Warm
C00208,grp3,Training Type 2,0.6618852971576469,1489.789558811569,986.0698048363549,0.44839322745009136,Cold
C00209,grp3,Calibration Kits Type 2,0.575116793753737,1551.2701868991967,892.1615361352264,0.4503707267418911,Cold
C00210,grp3,Installation Type 1,0.7915837392637094,4379.877528937401,3467.0398318733633,0.5212009274001683,Warm
C00211,grp3,Personal Safety Type 2,0.5790423320748171,1031.9777222585287,597.5587869458365,0.5172413790401013,Warm
C00212,grp3,Installation Type 2,0.6789767151732151,4312.723327270095,2928.238718200748,0.3892286761409378,Cold
C00213,grp3,Monitoring Type 1,0.44637724995632566,1517.203830486163,677.2452734756167,0.2626085250729628,Cold
C00214,grp3,Core Basic Type 2,0.7023224727628726,105.473483549521,74.07639777741376,0.5113807667359374,Warm
C00215,grp3,Core Basic Type 1,0.631850774612725,229.07558051023383,144.7415829902509,0.3942311478742142,Cold
C00216,grp3,Training Type 2,0.7632635084345836,11554.605822880352,8819.208978950326,0.5068740119004049,Warm
C00217,grp3,Personal Safety Type 2,0.7264176887165847,221.0314537430577,160.5611577616987,0.4920584726295915,Warm
C00218,grp1,Safety Solutions,0.809494830311986,136.42341006588586,110.43404518186675,0.5646491474533913,Warm
C00219,grp3,Core Replacement Type 1,0.6634959772970024,193.346178442029,128.28441162203464,0.42316032734802717,Cold
C00220,grp3,Premium Plus Type 2,0.7824870673313913,3572.290081273368,2795.270789352615,0.518030440480466,Warm
C00221,grp3,Calibration Kits Type 2,0.4619644661735595,645.8018168879596,298.3374915925611,0.36882367465863625,Cold
C00222,grp3,Preventive Kits Type 1,0.6792974418226615,775.358530472999,526.6990662456864,0.5717510812407661,Hot
C00223,grp1,Premium Products,0.7186142827627787,1867.8834616084785,1342.287734048233,0.46757884060576915,Cold
C00224,grp1,Safety Solutions,0.6523050597214711,492.6904979767077,321.3845047068977,0.39136655552770033,Cold
C00225,grp3,Compliance Safety Type 2,0.6734675687487008,555.812614460741,374.3217701407342,0.5501991271670461,Warm
C00226,grp3,Core Advanced Type 1,0.723388236814541,319.2493636623499,230.94123428387147,0.4645227617178975,Cold
C00227,grp3,Premium Standard Type 1,0.8201637526147378,565.3182152784736,463.65350886425915,0.6180736691317794,Hot
C00228,grp3,Monitoring Type 2,0.45693709162537977,940.1862193816664,429.6059566705199,0.37805339652520265,Cold
C00229,grp3,Core Advanced Type 2,0.56969617982556,450.43332178586394,256.6101426875439,0.42819085091655296,Cold
C00230,grp3,Premium Custom Type 1,0.8848128485442965,2315.490538131079,2048.775778821126,0.660239758788716,Hot
C00231,grp1,Service Contracts,0.9450016942565129,2019.3216262679143,1908.262358071996,0.5234876560009124,Warm
C00232,grp3,Core Advanced Type 1,0.8475646703786655,699.7435642490894,593.077923382372,0.6028998228759042,Hot
C00233,grp3,Controllers Type 2,0.5788858306049675,5180.769706911368,2999.0741749584413,0.41153026766812373,Cold
C00234,grp3,Monitoring Type 1,0.5204774235727284,1863.101019166339,969.7020183114206,0.27111970335449875,Cold
C00235,grp3,Premium Custom Type 1,0.874951244973326,2315.490538131079,2025.9413290617442,0.6858571962505124,Hot
C00236,grp3,Premium Standard Type 1,0.7699530251979091,707.7374396929695,544.9245827374245,0.5173498575783282,Warm
C00237,grp3,Premium Standard Type 1,0.5431548334004555,1297.5032685080598,704.7451716430417,0.43004737913177876,Cold
C00238,grp3,Calibration Kits Type 1,0.7629130325500432,560.4140920450684,427.54721444588216,0.45188674359635017,Cold
C00239,grp3,Premium Standard Type 1,0.8727583060893321,698.472768121193,609.5979099549793,0.5297905319167028,Warm
C00240,grp3,Premium Custom Type 1,0.6629737825076308,2315.490538131079,1535.109520425391,0.5777324838693506,Hot
C00241,grp3,Monitoring Type 1,0.7176084296278851,6068.815321944652,4355.033032882349,0.538697507375276,Warm
C00242,grp3,Premium Standard Type 1,0.7346163656594059,1532.4998551436381,1125.7994739591854,0.4395824706697684,Cold
C00243,grp3,Sensors Type 1,0.5901023809932358,3577.107833464486,2110.859849596948,0.40821337708549715,Cold
C00244,grp1,Premium Products,0.7640464789291849,6845.100189328136,5229.974697573659,0.5523002558419317,Warm
C00245,grp3,Repair Kits Type 1,0.8510686614678449,3313.126973752173,2819.6985388242733,0.7666991208351087,Hot
C00246,grp1,Service Contracts,0.8821424694689625,2570.142198322112,2267.2315857142557,0.5354605893456577,Warm
C00247,grp1,Service Contracts,0.6988649453891727,12975.682254943358,9068.249470488247,0.35928228986844424,Cold
C00248,grp3,Repair Kits Type 1,0.6063769407151551,828.2817434380432,502.2509496361757,0.4098142962482716,Cold
