ID_Customer,product_group,recommended_product,model_probability,source_target_col,model_rank_per_customer,value_segment,segment_product_mean_order_value,segment_product_median_order_value,segment_product_value_events,product_mean_order_value,product_median_order_value,product_value_events,customer_mean_event_value,customer_value_events,customer_value_multiplier,value_shrinkage_weight,expected_order_value_before_customer_adjustment,expected_order_value,expected_revenue,expected_revenue_proxy,expected_revenue_is_forecast,probability_semantics,order_value_estimation_method
C00004,grp3,Calibration Kits Type 1,0.538800011513314,purchase_flag_grp3_Calibration Kits Type 1,2,Mid-Market,509.08965988909426,386.94,541,592.7382843905916,403.76,1403,5004.985384615385,26,2.0,0.9474605954465849,513.4845088121151,1026.9690176242302,553.330918519752,553.330918519752,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00004,grp3,Core Advanced Type 2,0.4544281480679591,purchase_flag_grp3_Core Advanced Type 2,3,Mid-Market,577.6386173778122,408.3,1289,497.5856153606641,306.1,3854,5004.985384615385,26,2.0,0.9772554965883244,575.8178516003184,1151.6357032006367,523.3356798544072,523.3356798544072,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00005,grp3,Training Type 2,0.7912803339535568,purchase_flag_grp3_Training Type 2,1,SMB,1144.8094564356436,748.47,505,3552.4214311361197,2150.4700000000003,1866,2301.320588235294,17,2.0,0.9439252336448598,1279.8157353908105,2559.631470781621,2025.3860449981148,2025.3860449981148,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00005,grp3,Training Type 1,0.7586478066620608,purchase_flag_grp3_Training Type 1,2,SMB,2150.9201480885313,1677.39,497,5063.882342342342,3371.32,1665,2301.320588235294,17,2.0,0.9430740037950665,2316.7434229037385,4633.486845807477,3515.1846327693524,3515.1846327693524,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00005,grp3,Extended Support Type 2,0.5815497335071665,purchase_flag_grp3_Extended Support Type 2,3,SMB,1543.2169061728393,1170.4299999999998,162,4092.6571508196716,2647.37,610,2301.320588235294,17,2.0,0.84375,1941.5669443989068,3883.1338887978136,2258.2354782030156,2258.2354782030156,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00006,grp3,Premium Standard Type 2,0.8860132785638625,purchase_flag_grp3_Premium Standard Type 2,1,Distributor,2480.429031858407,1659.505,452,1635.6666163063621,935.8,1619,2475.273333333333,12,0.9102843941537011,0.9377593360995851,2427.8504582763294,2210.0343835078543,1958.1198098706586,1958.1198098706586,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00006,grp3,Premium Custom Type 1,0.835638038457015,purchase_flag_grp3_Premium Custom Type 1,2,Distributor,2740.2177763779523,2116.8,127,2063.947720197044,1604.41,609,2475.273333333333,12,0.9102843941537011,0.8089171974522293,2610.994198763766,2376.747272360503,1986.1004285833915,1986.1004285833915,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00006,grp3,Preventive Kits Type 1,0.8097891029445072,purchase_flag_grp3_Preventive Kits Type 1,3,Distributor,1173.4658049999998,917.9300000000001,220,788.2648314371256,530.235,1670,2475.273333333333,12,0.9102843941537011,0.88,1127.241688172455,1026.1105171828585,830.9331152314314,830.9331152314314,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00007,grp3,Installation Type 1,0.9545907233470629,purchase_flag_grp3_Installation Type 1,1,Mid-Market,4974.420283185841,3611.54,339,5927.55006886388,3729.575,1866,1911.7999999999997,14,0.8861169602081665,0.9186991869918699,5051.91050966373,4476.583584066914,4273.305161638023,4273.305161638023,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00007,grp3,Extended Support Type 2,0.886081898032098,purchase_flag_grp3_Extended Support Type 2,2,Mid-Market,3911.595093023256,2930.79,172,4092.6571508196716,2647.37,610,1911.7999999999997,14,0.8861169602081665,0.8514851485148515,3938.4854976464862,3489.9587969984523,3092.389314898206,3092.389314898206,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00007,grp3,Training Type 1,0.8833431847672876,purchase_flag_grp3_Training Type 1,3,Mid-Market,4536.284870431894,3488.64,301,5063.882342342342,3371.32,1665,1911.7999999999997,14,0.8861169602081665,0.9093655589123867,4584.103372417735,4062.0517456468083,3588.1857256891717,3588.1857256891717,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00008,grp3,Core Basic Type 2,0.8127162502492689,purchase_flag_grp3_Core Basic Type 2,1,Mid-Market,407.834935278031,274.53,1097,386.0204725622969,234.54500000000002,3692,2413.64052631579,19,1.118719429968714,0.9733806566104702,407.2542486041428,455.60324085076354,370.27615750564706,370.27615750564706,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00008,grp3,Core Basic Type 1,0.8109582090394017,purchase_flag_grp3_Core Basic Type 1,2,Mid-Market,535.5658866412213,396.265,1048,459.3349140403039,278.01,3027,2413.64052631579,19,1.118719429968714,0.9721706864564007,533.4444310029769,596.7746497716353,483.9593011789216,483.9593011789216,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00008,grp3,Core Advanced Type 2,0.6925836796271079,purchase_flag_grp3_Core Advanced Type 2,3,Mid-Market,577.6386173778122,408.3,1289,497.5856153606641,306.1,3854,2413.64052631579,19,1.118719429968714,0.9772554965883244,575.8178516003184,644.1786187081177,446.1475980819759,446.1475980819759,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00009,grp3,Premium Standard Type 1,0.7554249523858853,purchase_flag_grp3_Premium Standard Type 1,1,Mid-Market,881.4028181818181,718.025,154,976.8609597069598,603.8050000000001,546,1124.4345454545453,11,0.5211740356581407,0.8369565217391305,896.9666456043956,467.4757265403881,353.1428284633298,353.1428284633298,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00009,grp3,Compliance Safety Type 2,0.712610792651532,purchase_flag_grp3_Compliance Safety Type 2,2,Mid-Market,721.7492949152543,524.39,118,577.0763162824207,326.70000000000005,694,1124.4345454545453,11,0.5211740356581407,0.7972972972972973,692.4236911383286,360.87324949586866,257.16217236998506,257.16217236998506,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00009,grp3,Core Replacement Type 1,0.6769223011698801,purchase_flag_grp3_Core Replacement Type 1,3,Mid-Market,418.11517198177677,294.18,439,420.905875,252.45,1696,1124.4345454545453,11,0.5211740356581407,0.9360341151385928,418.2936817697228,218.00380621822848,147.57163816903582,147.57163816903582,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00010,grp1,Service Contracts,0.708182576420118,purchase_flag_grp1_Service Contracts,1,SMB,2006.902997425829,1241.5149999999999,2292,5244.207394130719,3029.425,7650,493.8945454545455,11,0.5371229693460426,0.9870801033591732,2048.72863562615,1100.4192081517845,779.2977099711168,779.2977099711168,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00010,grp3,Personal Safety Type 2,0.702467048560788,purchase_flag_grp3_Personal Safety Type 2,2,SMB,214.855461928934,143.935,394,442.67617743979724,280.04,789,493.8945454545455,11,0.5371229693460426,0.9292452830188679,230.97485217734416,124.06189844575836,87.14939564004008,87.14939564004008,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00010,grp3,Core Basic Type 2,0.6769468619037956,purchase_flag_grp3_Core Basic Type 2,3,SMB,191.61631407799075,124.43,1513,386.0204725622969,234.54500000000002,3692,493.8945454545455,11,0.5371229693460426,0.9805573558003888,195.39604496232593,104.95170386863737,71.0467265853305,71.0467265853305,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00011,grp3,Core Replacement Type 2,0.6521173469709616,purchase_flag_grp3_Core Replacement Type 2,1,Enterprise,1833.4598,1800.73,30,562.784595959596,379.5,396,10322.037272727273,33,1.6799296941264485,0.5,1198.122197979798,2012.7610575783106,1312.5564009544348,1312.5564009544348,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00011,grp3,Installation Type 2,0.6488053609547685,purchase_flag_grp3_Installation Type 2,2,Enterprise,5473.895205847953,4397.46,171,3634.114349307774,2592.83,939,10322.037272727273,33,1.6799296941264485,0.8507462686567164,5199.301048155389,8734.460219499006,5666.964615457119,5666.964615457119,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00011,grp3,Premium Custom Type 1,0.5938328587064307,purchase_flag_grp3_Premium Custom Type 1,3,Enterprise,3110.2384192771074,2260.13,83,2063.947720197044,1604.41,609,10322.037272727273,33,1.6799296941264485,0.7345132743362832,2832.46212748594,4758.337235452205,2825.6570032178374,2825.6570032178374,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00012,grp1,Premium Products,0.6585321907911068,purchase_flag_grp1_Premium Products,1,Mid-Market,1896.1938809399476,1281.83,1532,2190.649931655225,1312.22,6555,4657.983333333334,9,2.0,0.9807938540332907,1901.849246830766,3803.698493661532,2504.857902139762,2504.857902139762,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00012,grp3,Core Replacement Type 1,0.6257994399704021,purchase_flag_grp3_Core Replacement Type 1,2,Mid-Market,418.11517198177677,294.18,439,420.905875,252.45,1696,4657.983333333334,9,2.0,0.9360341151385928,418.2936817697228,836.5873635394456,523.5359035893002,523.5359035893002,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00012,grp3,Monitoring Type 1,0.5883487054608667,purchase_flag_grp3_Monitoring Type 1,3,Mid-Market,3034.5581309734516,2246.35,1017,3029.3067279341703,2136.57,2309,4657.983333333334,9,2.0,0.9713467048710601,3034.407660972326,6068.815321944652,3570.5796383472093,3570.5796383472093,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00013,grp3,Monitoring Type 2,0.5443929522694246,purchase_flag_grp3_Monitoring Type 2,1,Enterprise,3759.432917274939,2943.43,411,2215.2609543776057,1480.17,1679,4892.343333333333,3,0.7962374696363288,0.9319727891156463,3654.387205513216,2909.760021589218,1584.0528485484992,1584.0528485484992,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00013,grp3,Calibration Kits Type 1,0.49131196627463997,purchase_flag_grp3_Calibration Kits Type 1,2,Enterprise,1279.2551540000002,1080.545,100,592.7382843905916,403.76,1403,4892.343333333333,3,0.7962374696363288,0.7692307692307693,1120.8281840901368,892.4453971970119,438.46910288961595,438.46910288961595,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00013,grp3,Premium Standard Type 2,0.4646991794473467,purchase_flag_grp3_Premium Standard Type 2,3,Enterprise,2346.9159771604936,1832.92,324,1635.6666163063621,935.8,1619,4892.343333333333,3,0.7962374696363288,0.9152542372881356,2286.6406075965842,1820.7089313603817,846.0819464156248,846.0819464156248,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00014,grp3,Repair Kits Type 1,0.5990368620266908,purchase_flag_grp3_Repair Kits Type 1,1,Distributor,1154.4105668508287,765.62,362,836.2294216136919,512.35,2045,2427.504375,16,0.8927173090523338,0.923469387755102,1130.0599690010479,1008.8240945943792,604.3228199627345,604.3228199627345,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00014,grp3,Core Basic Type 2,0.5784304435216098,purchase_flag_grp3_Core Basic Type 2,2,Distributor,576.5745564356436,429.96,505,386.0204725622969,234.54500000000002,3692,2427.504375,16,0.8927173090523338,0.9439252336448598,565.8892807044278,505.1791558920176,292.2110032004922,292.2110032004922,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00014,grp3,Premium Standard Type 1,0.5681906666314923,purchase_flag_grp3_Premium Standard Type 1,3,Distributor,1495.0851386861314,1196.27,137,976.8609597069598,603.8050000000001,546,2427.504375,16,0.8927173090523338,0.8203592814371258,1401.9909747976576,1251.5816103370232,711.1369895211099,711.1369895211099,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00015,grp3,Core Replacement Type 2,0.7955648345957499,purchase_flag_grp3_Core Replacement Type 2,1,SMB,248.62199310344826,98.24,145,562.784595959596,379.5,396,1648.5400000000002,6,1.7928294775371585,0.8285714285714286,302.4784393073593,542.292262309668,431.428653966946,431.428653966946,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00015,grp3,Premium Standard Type 1,0.7815906691401316,purchase_flag_grp3_Premium Standard Type 1,2,SMB,372.0161717791411,283.37,163,976.8609597069598,603.8050000000001,546,1648.5400000000002,6,1.7928294775371585,0.844559585492228,466.03349632750667,835.518589735659,653.0335336305128,653.0335336305128,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00015,grp3,Compliance Safety Type 2,0.7596134325717488,purchase_flag_grp3_Compliance Safety Type 2,3,SMB,250.54319664634147,149.53,328,577.0763162824207,326.70000000000005,694,1648.5400000000002,6,1.7928294775371585,0.9162011173184358,277.9063072303705,498.23861959610616,378.46874807120804,378.46874807120804,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00016,grp1,Premium Products,0.784768528788823,purchase_flag_grp1_Premium Products,1,Mid-Market,1896.1938809399476,1281.83,1532,2190.649931655225,1312.22,6555,8931.572142857143,28,2.0,0.9807938540332907,1901.849246830766,3803.698493661532,2985.022870827023,2985.022870827023,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00016,grp3,Premium Custom Type 1,0.7272856595407998,purchase_flag_grp3_Premium Custom Type 1,2,Mid-Market,2027.3566805194805,1701.8600000000001,154,2063.947720197044,1604.41,609,8931.572142857143,28,2.0,0.8369565217391305,2033.322610901692,4066.645221803384,2957.6127522577162,2957.6127522577162,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00016,grp3,Premium Custom Type 2,0.6445606588606042,purchase_flag_grp3_Premium Custom Type 2,3,Mid-Market,2150.637401068376,1562.585,468,2221.461435305918,1467.8049999999998,1994,8931.572142857143,28,2.0,0.9397590361445783,2154.9039091549753,4309.807818309951,2777.932566932445,2777.932566932445,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00017,grp3,Sensors Type 2,0.7331068790757711,purchase_flag_grp3_Sensors Type 2,1,Mid-Market,3049.2797998217466,2206.715,1122,3257.693349576988,2046.48,2955,5828.113076923077,13,2.0,0.9739583333333334,3054.7072360132893,6109.414472026579,4478.853776567755,4478.853776567755,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00017,grp3,Extended Support Type 2,0.6975628929949385,purchase_flag_grp3_Extended Support Type 2,2,Mid-Market,3911.595093023256,2930.79,172,4092.6571508196716,2647.37,610,5828.113076923077,13,2.0,0.8514851485148515,3938.4854976464862,7876.9709952929725,5494.682675513785,5494.682675513785,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00017,grp3,Monitoring Type 1,0.6710464857400389,purchase_flag_grp3_Monitoring Type 1,3,Mid-Market,3034.5581309734516,2246.35,1017,3029.3067279341703,2136.57,2309,5828.113076923077,13,2.0,0.9713467048710601,3034.407660972326,6068.815321944652,4072.4571943962615,4072.4571943962615,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00018,grp3,Installation Type 2,0.8091816694209241,purchase_flag_grp3_Installation Type 2,1,Enterprise,5473.895205847953,4397.46,171,3634.114349307774,2592.83,939,8437.454285714286,14,1.3732105032072581,0.8507462686567164,5199.301048155389,7139.734808663487,5777.3425316970015,5777.3425316970015,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00018,grp3,Sensors Type 2,0.8009049709851888,purchase_flag_grp3_Sensors Type 2,2,Enterprise,5963.813045317221,4510.87,662,3257.693349576988,2046.48,2955,8437.454285714286,14,1.3732105032072581,0.9566473988439307,5846.495717467211,8028.4693261822285,6430.040992741456,6430.040992741456,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00018,grp3,Installation Type 1,0.7447731518637284,purchase_flag_grp3_Installation Type 1,3,Enterprise,11908.109596296297,9479.82,405,5927.55006886388,3729.575,1866,8437.454285714286,14,1.3732105032072581,0.9310344827586207,11495.657215094061,15785.957229037464,11756.95712065624,11756.95712065624,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00019,grp1,Service Contracts,0.7076280237755724,purchase_flag_grp1_Service Contracts,1,Enterprise,10056.248566921606,7339.68,1569,5244.207394130719,3029.425,7650,2170.7433333333333,6,0.5,0.9812382739212008,9965.966368557798,4982.983184278899,3526.0985431981862,3526.0985431981862,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00019,grp3,Personal Safety Type 2,0.66043192339033,purchase_flag_grp3_Personal Safety Type 2,2,Enterprise,885.8275,784.745,68,442.67617743979724,280.04,789,2170.7433333333333,6,0.5,0.6938775510204082,750.1689318693257,375.08446593466283,247.71775527106408,247.71775527106408,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00019,grp3,Premium Standard Type 2,0.6525473401418468,purchase_flag_grp3_Premium Standard Type 2,3,Enterprise,2346.9159771604936,1832.92,324,1635.6666163063621,935.8,1619,2170.7433333333333,6,0.5,0.9152542372881356,2286.6406075965842,1143.3203037982921,746.0706231737437,746.0706231737437,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00020,grp3,Core Basic Type 1,0.7314838047089514,purchase_flag_grp3_Core Basic Type 1,1,Mid-Market,535.5658866412213,396.265,1048,459.3349140403039,278.01,3027,2020.4299999999996,3,0.9364668322593294,0.9721706864564007,533.4444310029769,499.55301648773815,365.41494115428424,365.41494115428424,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00020,grp1,Safety Solutions,0.7091692132113565,purchase_flag_grp1_Safety Solutions,2,Mid-Market,696.3402826247691,508.365,1082,505.43952119815674,312.65,5642,2020.4299999999996,3,0.9364668322593294,0.9730215827338129,691.1900822265691,647.2765867917806,459.02862778525935,459.02862778525935,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00020,grp3,Compliance Safety Type 2,0.7051568225475792,purchase_flag_grp3_Compliance Safety Type 2,3,Mid-Market,721.7492949152543,524.39,118,577.0763162824207,326.70000000000005,694,2020.4299999999996,3,0.9364668322593294,0.7972972972972973,692.4236911383286,648.4318206216229,457.24612226828543,457.24612226828543,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00021,grp3,Core Basic Type 1,0.5606656513688394,purchase_flag_grp3_Core Basic Type 1,1,Distributor,695.1423455999998,541.06,375,459.3349140403039,278.01,3027,1830.986153846154,13,0.6733471004243282,0.9259259259259259,677.6751284474296,456.3105827697609,255.8376701151027,255.8376701151027,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00021,grp3,Repair Kits Type 1,0.5482550196855895,purchase_flag_grp3_Repair Kits Type 1,2,Distributor,1154.4105668508287,765.62,362,836.2294216136919,512.35,2045,1830.986153846154,13,0.6733471004243282,0.923469387755102,1130.0599690010479,760.9226034324619,417.17963692407443,417.17963692407443,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00021,grp3,Controllers Type 2,0.494399366067968,purchase_flag_grp3_Controllers Type 2,3,Distributor,4102.189767346939,2842.1099999999997,196,3354.7798359410804,2142.85,3055,1830.986153846154,13,0.6733471004243282,0.8672566371681416,4002.976059638197,2695.3923228253825,1332.600255709337,1332.600255709337,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00022,grp3,Repair Kits Type 1,0.8080241742997817,purchase_flag_grp3_Repair Kits Type 1,1,Mid-Market,805.6454208675264,566.29,853,836.2294216136919,512.35,2045,2830.6257142857144,7,1.3119915542577298,0.9660249150622876,806.6845148906124,1058.3632704869774,855.1831077444564,855.1831077444564,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00022,grp3,Personal Safety Type 2,0.7686530506064541,purchase_flag_grp3_Personal Safety Type 2,2,Mid-Market,675.690606060606,552.645,198,442.67617743979724,280.04,789,2830.6257142857144,7,1.3119915542577298,0.868421052631579,645.0308128210258,846.2749786571845,650.4918439967566,650.4918439967566,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00022,grp3,Core Advanced Type 2,0.7190194051335504,purchase_flag_grp3_Core Advanced Type 2,3,Mid-Market,577.6386173778122,408.3,1289,497.5856153606641,306.1,3854,2830.6257142857144,7,1.3119915542577298,0.9772554965883244,575.8178516003184,755.4681580904485,543.1962656275333,543.1962656275333,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00023,grp3,Sensors Type 2,0.5507371931468786,purchase_flag_grp3_Sensors Type 2,1,Mid-Market,3049.2797998217466,2206.715,1122,3257.693349576988,2046.48,2955,3372.2675,12,1.5630418590379713,0.9739583333333334,3054.7072360132893,4774.635276994954,2629.5692307522704,2629.5692307522704,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00023,grp3,Core Basic Type 2,0.5048002334254192,purchase_flag_grp3_Core Basic Type 2,2,Mid-Market,407.834935278031,274.53,1097,386.0204725622969,234.54500000000002,3692,3372.2675,12,1.5630418590379713,0.9733806566104702,407.2542486041428,636.5554378393315,321.3333336095145,321.3333336095145,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00023,grp3,Monitoring Type 1,0.4367228764026648,purchase_flag_grp3_Monitoring Type 1,3,Mid-Market,3034.5581309734516,2246.35,1017,3029.3067279341703,2136.57,2309,3372.2675,12,1.5630418590379713,0.9713467048710601,3034.407660972326,4742.906191485246,2071.3356344534445,2071.3356344534445,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00024,grp3,Repair Kits Type 2,0.7309951469897126,purchase_flag_grp3_Repair Kits Type 2,1,SMB,375.7368333333333,263.99,612,850.1014006545114,569.97,2139,2406.59875,24,2.0,0.9532710280373832,397.9034018997435,795.806803799487,581.7309115188194,581.7309115188194,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00024,grp3,Core Basic Type 2,0.7144776530930537,purchase_flag_grp3_Core Basic Type 2,2,SMB,191.61631407799075,124.43,1513,386.0204725622969,234.54500000000002,3692,2406.59875,24,2.0,0.9805573558003888,195.39604496232593,390.79208992465186,279.21221525669483,279.21221525669483,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00024,grp3,Premium Standard Type 1,0.6223820373595504,purchase_flag_grp3_Premium Standard Type 1,3,SMB,372.0161717791411,283.37,163,976.8609597069598,603.8050000000001,546,2406.59875,24,2.0,0.844559585492228,466.03349632750667,932.0669926550133,580.1017538442163,580.1017538442163,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00025,grp1,Maintenance Kits,0.6336354979273666,purchase_flag_grp1_Maintenance Kits,1,Mid-Market,956.9718772765015,645.14,3613,929.1495397698504,574.0899999999999,8690,1532.9944444444443,9,0.7105410488163606,0.9917650288223991,956.7427611290408,679.8050049400894,430.74858279872944,430.74858279872944,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00025,grp3,Training Type 2,0.5669073983162485,purchase_flag_grp3_Training Type 2,2,Mid-Market,2991.434925675676,2166.7200000000003,370,3552.4214311361197,2150.4700000000003,1866,1532.9944444444443,9,0.7105410488163606,0.925,3033.508913585209,2155.432605052613,1221.9306903763907,1221.9306903763907,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00025,grp3,Calibration Kits Type 2,0.5488605820594964,purchase_flag_grp3_Calibration Kits Type 2,3,Mid-Market,851.278055890411,614.015,730,855.3437032407409,579.01,1728,1532.9944444444443,9,0.7105410488163606,0.9605263157894737,851.4385419700293,604.9820346140575,332.05079165381,332.05079165381,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00026,grp3,Core Advanced Type 1,0.6803523260121449,purchase_flag_grp3_Core Advanced Type 1,1,SMB,273.7697314696486,171.115,1252,576.0783271419228,332.28999999999996,3058,567.7366666666667,6,0.6174281676384484,0.9765990639625585,280.84403558054424,173.40101828068265,117.9737861201369,117.9737861201369,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00026,grp1,Safety Solutions,0.6392692159255414,purchase_flag_grp1_Safety Solutions,2,SMB,270.3750592277719,190.63,2823,505.43952119815674,312.65,5642,567.7366666666667,6,0.6174281676384484,0.9894847528916929,272.8468201317717,168.46331219993715,107.69340950227352,107.69340950227352,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00026,grp3,Personal Safety Type 2,0.635812781034721,purchase_flag_grp3_Personal Safety Type 2,3,SMB,214.855461928934,143.935,394,442.67617743979724,280.04,789,567.7366666666667,6,0.6174281676384484,0.9292452830188679,230.97485217734416,142.6103797504191,90.67350215353163,90.67350215353163,False,historical product-affinity score,supported segment-product estimate with shrinkage
