ID_Customer,cohort_ML,cluster,Sales,historical_ltv,avg_monthly_revenue,active_months,months_since_last_purchase,activity_ratio_lifetime,sf_total_events,sf_active_months,value_segment,customer_mean_event_value,customer_value_events,customer_value_multiplier,reco_top1_grp1_product,reco_top1_grp1_probability,reco_top1_grp1_expected_order_value,reco_top1_grp1_expected_revenue,reco_top1_grp1_value_method,reco_top1_grp1_rank,reco_top2_grp1_product,reco_top2_grp1_probability,reco_top2_grp1_expected_order_value,reco_top2_grp1_expected_revenue,reco_top2_grp1_value_method,reco_top2_grp1_rank,reco_top3_grp1_product,reco_top3_grp1_probability,reco_top3_grp1_expected_order_value,reco_top3_grp1_expected_revenue,reco_top3_grp1_value_method,reco_top3_grp1_rank,reco_top1_grp3_product,reco_top1_grp3_probability,reco_top1_grp3_expected_order_value,reco_top1_grp3_expected_revenue,reco_top1_grp3_value_method,reco_top1_grp3_rank,reco_top2_grp3_product,reco_top2_grp3_probability,reco_top2_grp3_expected_order_value,reco_top2_grp3_expected_revenue,reco_top2_grp3_value_method,reco_top2_grp3_rank,reco_top3_grp3_product,reco_top3_grp3_probability,reco_top3_grp3_expected_order_value,reco_top3_grp3_expected_revenue,reco_top3_grp3_value_method,reco_top3_grp3_rank,lead_top1_product_group,lead_top1_product,lead_top1_model_probability,lead_top1_expected_order_value,lead_top1_expected_revenue,lead_top1_value_method,lead_top1_score,lead_top1_recommendation_tier,lead_top1_reason,lead_top2_product_group,lead_top2_product,lead_top2_model_probability,lead_top2_expected_order_value,lead_top2_expected_revenue,lead_top2_value_method,lead_top2_score,lead_top2_recommendation_tier,lead_top2_reason,lead_top3_product_group,lead_top3_product,lead_top3_model_probability,lead_top3_expected_order_value,lead_top3_expected_revenue,lead_top3_value_method,lead_top3_score,lead_top3_recommendation_tier,lead_top3_reason,customer_top_lead_score,customer_lead_tier,lead_top1_tier
C00481,Emerging,0,25686.08,25686.08,1116.7860869565216,15,0,0.6521739130434783,105,31,SMB,1712.4053333333334,15,1.862284663454841,Maintenance Kits,0.5406304521830584,749.5695704649614,405.24013582313296,supported segment-product estimate with shrinkage,1.0,Safety Solutions,0.50686997489209,508.11844860382,257.54998528602596,supported segment-product estimate with shrinkage,2.0,,,,,,,Installation Type 1,0.6508095248002153,4951.53280187406,3222.5047098203354,supported segment-product estimate with shrinkage,1,Installation Type 2,0.48635818804385356,3129.470695248016,1522.0436968771637,supported segment-product estimate with shrinkage,2,Training Type 1,0.46868134765434444,4314.435745633505,2022.0955596315873,supported segment-product estimate with shrinkage,3,grp3,Installation Type 1,0.6508095248002153,4951.53280187406,3222.5047098203354,supported segment-product estimate with shrinkage,0.5119284108145273,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp1,Maintenance Kits,0.5406304521830584,749.5695704649614,405.24013582313296,supported segment-product estimate with shrinkage,0.4623478281368068,Hot,recent/frequent buyer; low inactivity risk,grp1,Safety Solutions,0.50686997489209,508.11844860382,257.54998528602596,supported segment-product estimate with shrinkage,0.447155613355871,Hot,recent/frequent buyer; low inactivity risk,0.5119284108145273,Warm,Warm
C00482,Core,4,292728.05,292728.05,8131.334722222222,29,0,0.8055555555555556,96,23,Mid-Market,10094.070689655173,29,2.0,,,,,,,,,,,,,,,,,,,Extended Support Type 2,0.7889024466114362,7876.9709952929725,6214.1616900739455,supported segment-product estimate with shrinkage,1,Premium Custom Type 1,0.7426801887590416,4066.645221803384,3020.216840944992,supported segment-product estimate with shrinkage,2,Training Type 1,0.7353518176902998,9168.20674483547,6741.8574947752295,supported segment-product estimate with shrinkage,3,grp3,Extended Support Type 2,0.7889024466114362,7876.9709952929725,6214.1616900739455,supported segment-product estimate with shrinkage,0.6450413189362753,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Premium Custom Type 1,0.7426801887590416,4066.645221803384,3020.216840944992,supported segment-product estimate with shrinkage,0.6242413029026977,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Training Type 1,0.7353518176902998,9168.20674483547,6741.8574947752295,supported segment-product estimate with shrinkage,0.620943535921764,Hot,high model probability; recent/frequent buyer; low inactivity risk,0.6450413189362753,Hot,Hot
C00483,Core,4,253668.62,253668.62,7046.350555555556,30,0,0.8333333333333334,120,31,Mid-Market,8455.620666666666,30,2.0,Premium Products,0.6619384330833004,3803.698493661532,2517.8142208156246,supported segment-product estimate with shrinkage,1.0,,,,,,,,,,,,,Sensors Type 1,0.7405814427948324,6430.617162879434,4762.395736546463,supported segment-product estimate with shrinkage,1,Personal Safety Type 2,0.7114907845374735,1290.0616256420517,917.8669581297518,supported segment-product estimate with shrinkage,2,Extended Support Type 2,0.6956068953609452,7876.9709952929725,5479.275338883959,supported segment-product estimate with shrinkage,3,grp3,Sensors Type 1,0.7405814427948324,6430.617162879434,4762.395736546463,supported segment-product estimate with shrinkage,0.6352264953448749,Hot,high model probability; recent/frequent buyer; strong Salesforce engagement; low inactivity risk,grp3,Personal Safety Type 2,0.7114907845374735,1290.0616256420517,917.8669581297518,supported segment-product estimate with shrinkage,0.6221356991290634,Hot,high model probability; recent/frequent buyer; strong Salesforce engagement; low inactivity risk,grp3,Extended Support Type 2,0.6956068953609452,7876.9709952929725,5479.275338883959,supported segment-product estimate with shrinkage,0.6149879489996256,Hot,high model probability; recent/frequent buyer; strong Salesforce engagement; low inactivity risk,0.6352264953448749,Hot,Hot
C00484,Core,4,70672.7,70672.7,2019.22,29,1,0.8285714285714286,99,25,SMB,2436.9896551724137,29,2.0,Premium Products,0.7039444079433655,1511.607716743519,1064.0877992056392,supported segment-product estimate with shrinkage,1.0,,,,,,,,,,,,,Core Advanced Type 2,0.8029085883596326,459.43874155263745,368.88731141775423,supported segment-product estimate with shrinkage,1,Personal Safety Type 2,0.682036715374407,461.9497043546883,315.06665902625,supported segment-product estimate with shrinkage,2,Repair Kits Type 2,0.6516478475244027,795.806803799487,518.5857907412104,supported segment-product estimate with shrinkage,3,grp3,Core Advanced Type 2,0.8029085883596326,459.43874155263745,368.88731141775423,supported segment-product estimate with shrinkage,0.6136222893024923,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp1,Premium Products,0.7039444079433655,1511.607716743519,1064.0877992056392,supported segment-product estimate with shrinkage,0.569088408115172,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Personal Safety Type 2,0.682036715374407,461.9497043546883,315.06665902625,supported segment-product estimate with shrinkage,0.5592299464591407,Hot,high model probability; recent/frequent buyer; low inactivity risk,0.6136222893024923,Hot,Hot
C00485,Emerging,0,57906.14,57906.14,8272.305714285714,4,29,0.5714285714285714,44,21,Enterprise,14476.535,4,2.0,Core Products,0.1997163820119317,2339.3531890426666,467.2071551636759,supported segment-product estimate with shrinkage,1.0,Maintenance Kits,0.14150959289375184,3495.9497995097054,494.71043290561175,supported segment-product estimate with shrinkage,2.0,,,,,,,Extended Support Type 2,0.9790726122692985,13387.68216966765,13107.512954087617,supported segment-product estimate with shrinkage,1,Installation Type 2,0.8446841524492307,10398.602096310779,8783.534398379063,supported segment-product estimate with shrinkage,2,Training Type 2,0.8433451918827447,11554.605822880352,9744.52126482651,supported segment-product estimate with shrinkage,3,grp3,Extended Support Type 2,0.9790726122692985,13387.68216966765,13107.512954087617,supported segment-product estimate with shrinkage,0.4984301125923182,Hot,high model probability; low inactivity risk; recent sales activity but no recent sales,grp3,Installation Type 2,0.8446841524492307,10398.602096310779,8783.534398379063,supported segment-product estimate with shrinkage,0.4379553056732876,Warm,high model probability; low inactivity risk; recent sales activity but no recent sales,grp3,Training Type 2,0.8433451918827447,11554.605822880352,9744.52126482651,supported segment-product estimate with shrinkage,0.4373527734183689,Warm,high model probability; low inactivity risk; recent sales activity but no recent sales,0.4984301125923182,Warm,Warm
C00486,Emerging,0,87197.54,87197.54,2564.6335294117644,14,2,0.4117647058823529,73,22,Public Sector,6228.395714285713,14,2.0,Maintenance Kits,0.19921046894791195,1323.6114023847676,263.67724817387295,supported segment-product estimate with shrinkage,1.0,Safety Solutions,0.10486162306033958,1293.965088474608,135.6872793608633,supported segment-product estimate with shrinkage,2.0,Core Products,0.09842688817864712,1251.5091300858717,123.18214920151802,supported segment-product estimate with shrinkage,3.0,Installation Type 1,0.7248715927571797,10716.391166971833,7768.007533811844,supported segment-product estimate with shrinkage,1,Monitoring Type 1,0.6010237785479411,5659.418190592903,3401.444905293098,supported segment-product estimate with shrinkage,2,Monitoring Type 2,0.5769002129689523,2716.2478432197486,1567.0039592299304,supported segment-product estimate with shrinkage,3,grp3,Installation Type 1,0.7248715927571797,10716.391166971833,7768.007533811844,supported segment-product estimate with shrinkage,0.521552976263118,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Monitoring Type 1,0.6010237785479411,5659.418190592903,3401.444905293098,supported segment-product estimate with shrinkage,0.4658214598689606,Hot,recent/frequent buyer; low inactivity risk,grp3,Monitoring Type 2,0.5769002129689523,2716.2478432197486,1567.0039592299304,supported segment-product estimate with shrinkage,0.4549658553584157,Hot,recent/frequent buyer; low inactivity risk,0.521552976263118,Warm,Warm
C00487,Emerging,0,59317.18,59317.18,2118.470714285714,7,8,0.25,36,10,Enterprise,8473.882857142857,7,1.3791393171846265,Core Products,0.36974975332743215,1613.1469798949909,596.4606978970651,supported segment-product estimate with shrinkage,1.0,Safety Solutions,0.3623831993181052,1298.7723646372574,470.65328468319007,supported segment-product estimate with shrinkage,2.0,,,,,,,Installation Type 2,0.7900007438738851,7170.560497390336,5664.748126931061,supported segment-product estimate with shrinkage,1,Installation Type 1,0.7372274446191046,15854.112842213348,11688.087097367876,supported segment-product estimate with shrinkage,2,Training Type 1,0.6523613826193926,12470.1115866225,8135.019236067162,supported segment-product estimate with shrinkage,3,grp3,Installation Type 2,0.7900007438738851,7170.560497390336,5664.748126931061,supported segment-product estimate with shrinkage,0.478209679876587,Hot,high model probability; low inactivity risk; recent sales activity but no recent sales,grp3,Installation Type 1,0.7372274446191046,15854.112842213348,11688.087097367876,supported segment-product estimate with shrinkage,0.45446169521193586,Hot,high model probability; low inactivity risk; recent sales activity but no recent sales,grp3,Training Type 1,0.6523613826193926,12470.1115866225,8135.019236067162,supported segment-product estimate with shrinkage,0.41627196731206545,Warm,high model probability; low inactivity risk; recent sales activity but no recent sales,0.478209679876587,Warm,Warm
C00488,Emerging,0,7176.05,7176.05,276.0019230769231,9,1,0.3461538461538461,36,12,SMB,797.338888888889,9,0.8671264655918116,Safety Solutions,0.8968794546461598,236.59269878882796,212.19513066298717,supported segment-product estimate with shrinkage,1.0,,,,,,,,,,,,,Compliance Safety Type 2,0.5740808850411,240.9799139543433,138.3419622800375,supported segment-product estimate with shrinkage,1,Training Type 2,0.5109863357002982,1109.7620952382188,567.0732665448627,supported segment-product estimate with shrinkage,2,Premium Plus Type 2,0.5038716438486819,670.7799886905601,337.98701556231276,supported segment-product estimate with shrinkage,3,grp1,Safety Solutions,0.8968794546461598,236.59269878882796,212.19513066298717,supported segment-product estimate with shrinkage,0.5512383395742244,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Compliance Safety Type 2,0.5740808850411,240.9799139543433,138.3419622800375,supported segment-product estimate with shrinkage,0.4059789832519477,Warm,recent/frequent buyer; low inactivity risk,grp3,Training Type 2,0.5109863357002982,1109.7620952382188,567.0732665448627,supported segment-product estimate with shrinkage,0.3775864360485868,Warm,recent/frequent buyer; low inactivity risk,0.5512383395742244,Warm,Warm
C00489,Emerging,0,78525.6,78525.6,5608.971428571429,6,1,0.4285714285714285,79,27,Distributor,13087.6,6,2.0,Safety Solutions,0.5742571359576542,1486.3324731320101,853.5370291016451,supported segment-product estimate with shrinkage,1.0,,,,,,,,,,,,,Premium Standard Type 2,0.8475887712542577,4855.700916552659,4115.637573439041,supported segment-product estimate with shrinkage,1,Extended Support Type 2,0.8152885050356701,9141.3615683703,7452.847007067149,supported segment-product estimate with shrinkage,2,Installation Type 2,0.8084031423162715,8132.8978464726715,6574.660175225746,supported segment-product estimate with shrinkage,3,grp3,Premium Standard Type 2,0.8475887712542577,4855.700916552659,4115.637573439041,supported segment-product estimate with shrinkage,0.5642504682177194,Hot,high model probability; low inactivity risk,grp3,Extended Support Type 2,0.8152885050356701,9141.3615683703,7452.847007067149,supported segment-product estimate with shrinkage,0.5497153484193551,Hot,high model probability; low inactivity risk,grp3,Installation Type 2,0.8084031423162715,8132.8978464726715,6574.660175225746,supported segment-product estimate with shrinkage,0.5466169351956256,Hot,high model probability; low inactivity risk,0.5642504682177194,Warm,Warm
C00490,Emerging,0,4563.77,4563.77,134.22852941176473,7,2,0.2058823529411764,39,12,SMB,651.9671428571429,7,0.7090309680686944,Safety Solutions,0.7515379513551653,193.45684501249502,145.39016097632424,supported segment-product estimate with shrinkage,1.0,Premium Products,0.554370043612513,535.888341371383,297.08044317749085,supported segment-product estimate with shrinkage,2.0,,,,,,,Compliance Safety Type 2,0.7567157490411249,197.0441780479456,149.10643278574395,supported segment-product estimate with shrinkage,1,Personal Safety Type 2,0.724283143559369,163.7683230388259,118.61463582600706,supported segment-product estimate with shrinkage,2,Core Basic Type 1,0.6280350539227285,160.80346061638224,100.99021005917098,supported segment-product estimate with shrinkage,3,grp3,Compliance Safety Type 2,0.7567157490411249,197.0441780479456,149.10643278574395,supported segment-product estimate with shrinkage,0.4732409825819869,Hot,high model probability; low inactivity risk,grp1,Safety Solutions,0.7515379513551653,193.45684501249502,145.39016097632424,supported segment-product estimate with shrinkage,0.47091097362330503,Hot,high model probability; low inactivity risk,grp3,Personal Safety Type 2,0.724283143559369,163.7683230388259,118.61463582600706,supported segment-product estimate with shrinkage,0.45864631011519674,Hot,high model probability; low inactivity risk,0.4732409825819869,Warm,Warm
C00491,Emerging,0,19311.51,19311.51,772.4603999999999,10,7,0.4,31,8,Public Sector,1931.1510000000003,10,0.7875078129228527,Automation Modules,0.47913545592626056,2636.922383145445,1263.4430082905544,supported segment-product estimate with shrinkage,1.0,Premium Products,0.43393590950991795,1579.6547373563058,685.4689151663591,supported segment-product estimate with shrinkage,2.0,,,,,,,Extended Support Type 2,0.7197033638517967,2782.1986711200993,2002.3577425091341,supported segment-product estimate with shrinkage,1,Training Type 1,0.7008564369595821,3378.0829424946396,2367.551174830734,supported segment-product estimate with shrinkage,2,Installation Type 1,0.6720624051125134,4219.620885163882,2835.848560746231,supported segment-product estimate with shrinkage,3,grp3,Extended Support Type 2,0.7197033638517967,2782.1986711200993,2002.3577425091341,supported segment-product estimate with shrinkage,0.45353872447314797,Hot,high model probability; low inactivity risk; recent sales activity but no recent sales,grp3,Training Type 1,0.7008564369595821,3378.0829424946396,2367.551174830734,supported segment-product estimate with shrinkage,0.4450576073716515,Hot,high model probability; low inactivity risk; recent sales activity but no recent sales,grp3,Installation Type 1,0.6720624051125134,4219.620885163882,2835.848560746231,supported segment-product estimate with shrinkage,0.43210029304047054,Warm,high model probability; low inactivity risk; recent sales activity but no recent sales,0.45353872447314797,Cold,Cold
C00492,Emerging,0,9555.02,9555.02,367.50076923076927,6,4,0.2307692307692307,26,11,SMB,1592.5033333333333,6,1.7318881671516513,Service Contracts,0.9647109477103719,3548.1688817456766,3422.957364545322,supported segment-product estimate with shrinkage,1.0,,,,,,,,,,,,,Installation Type 1,0.7868405385309921,4604.8282720215275,3623.2655574001565,supported segment-product estimate with shrinkage,1,Training Type 1,0.7457674662569407,4012.3405204533988,2992.273023698586,supported segment-product estimate with shrinkage,2,Training Type 2,0.742670114302114,2216.4977282578334,1646.1266211956213,supported segment-product estimate with shrinkage,3,grp1,Service Contracts,0.9647109477103719,3548.1688817456766,3422.957364545322,supported segment-product estimate with shrinkage,0.5516907579556829,Hot,high model probability; low inactivity risk,grp3,Installation Type 1,0.7868405385309921,4604.8282720215275,3623.2655574001565,supported segment-product estimate with shrinkage,0.4716490738249619,Hot,high model probability; low inactivity risk,grp3,Training Type 1,0.7457674662569407,4012.3405204533988,2992.273023698586,supported segment-product estimate with shrinkage,0.45316619130163877,Hot,high model probability; low inactivity risk,0.5516907579556829,Warm,Warm
C00493,Emerging,0,47413.89,47413.89,1317.0525,13,0,0.3611111111111111,52,19,Distributor,3647.222307692308,13,1.341269872701556,Safety Solutions,0.5847568257058705,996.7864835149801,582.8777000067367,supported segment-product estimate with shrinkage,1.0,,,,,,,,,,,,,Core Replacement Type 2,0.866269732978332,911.549118954272,789.647411873151,supported segment-product estimate with shrinkage,1,Premium Standard Type 1,0.8325323746505618,1880.4482562955845,1565.5340522212714,supported segment-product estimate with shrinkage,2,Premium Standard Type 2,0.6967161963518684,3256.4026751107067,2268.7884855931807,supported segment-product estimate with shrinkage,3,grp3,Core Replacement Type 2,0.866269732978332,911.549118954272,789.647411873151,supported segment-product estimate with shrinkage,0.5679727428485332,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Premium Standard Type 1,0.8325323746505618,1880.4482562955845,1565.5340522212714,supported segment-product estimate with shrinkage,0.5527909316010365,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Premium Standard Type 2,0.6967161963518684,3256.4026751107067,2268.7884855931807,supported segment-product estimate with shrinkage,0.4916736513666245,Hot,high model probability; recent/frequent buyer; low inactivity risk,0.5679727428485332,Warm,Warm
C00494,Emerging,0,6864.6900000000005,6864.6900000000005,457.646,2,9,0.1333333333333333,63,25,Enterprise,3432.345,2,0.5586201767766854,Safety Solutions,0.5627746772529341,526.0675545146629,296.0574982052297,supported segment-product estimate with shrinkage,1.0,Premium Products,0.2533912083725346,1911.9055389083032,484.4600547981169,supported segment-product estimate with shrinkage,2.0,Maintenance Kits,0.1741751518143242,976.4540475022648,170.0740319634183,supported segment-product estimate with shrinkage,3.0,Core Basic Type 2,0.48594676779142276,458.2558486423573,222.68794846926897,supported segment-product estimate with shrinkage,1,Core Basic Type 1,0.4223330339704542,565.3509018609923,238.76636164088535,supported segment-product estimate with shrinkage,2,Compliance Safety Type 2,0.42052794811247224,582.7354015149351,245.05652269157332,supported segment-product estimate with shrinkage,3,grp1,Safety Solutions,0.5627746772529341,526.0675545146629,296.0574982052297,supported segment-product estimate with shrinkage,0.33645307765634186,Warm,recent sales activity but no recent sales,grp3,Core Basic Type 2,0.48594676779142276,458.2558486423573,222.68794846926897,supported segment-product estimate with shrinkage,0.30188051839866176,Cold,recent sales activity but no recent sales,grp3,Core Basic Type 1,0.4223330339704542,565.3509018609923,238.76636164088535,supported segment-product estimate with shrinkage,0.2732543381792259,Cold,recent sales activity but no recent sales,0.33645307765634186,Cold,Cold
C00495,Emerging,0,24743.5,24743.5,824.7833333333333,16,6,0.5333333333333333,75,20,SMB,1546.46875,16,1.6818243785956315,Premium Products,0.07626841721086675,1271.129354446265,96.94702393388746,supported segment-product estimate with shrinkage,1.0,Maintenance Kits,0.07604464019933037,676.9343064463238,51.47722577229394,supported segment-product estimate with shrinkage,2.0,Core Products,0.06803646767845194,500.9915325212342,34.08569420955905,supported segment-product estimate with shrinkage,3.0,Installation Type 1,0.7946721720870243,4471.716242434526,3553.5484593322717,supported segment-product estimate with shrinkage,1,Installation Type 2,0.7457411494772594,2826.216749057367,2107.626127113924,supported segment-product estimate with shrinkage,2,Monitoring Type 1,0.6953440196447401,2465.917653098966,1714.661093018759,supported segment-product estimate with shrinkage,3,grp3,Installation Type 1,0.7946721720870243,4471.716242434526,3553.5484593322717,supported segment-product estimate with shrinkage,0.5370662785475581,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Installation Type 2,0.7457411494772594,2826.216749057367,2107.626127113924,supported segment-product estimate with shrinkage,0.5150473183731639,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Monitoring Type 1,0.6953440196447401,2465.917653098966,1714.661093018759,supported segment-product estimate with shrinkage,0.49236860994853016,Hot,high model probability; recent/frequent buyer; low inactivity risk,0.5370662785475581,Warm,Warm
C00496,Emerging,0,10415.64,10415.64,433.985,14,0,0.5833333333333334,93,28,SMB,743.9742857142857,14,0.8090910926991297,Automation Modules,0.4085683625115845,1202.5544838036953,491.3257162786396,supported segment-product estimate with shrinkage,1.0,Safety Solutions,0.358775235611131,220.75793183989808,79.20247900888543,supported segment-product estimate with shrinkage,2.0,Premium Products,0.19009025715172498,611.5141696362251,116.2428857580736,supported segment-product estimate with shrinkage,3.0,Core Basic Type 2,0.7165119407627754,158.09319952765657,113.27566521495788,supported segment-product estimate with shrinkage,1,Monitoring Type 2,0.6646038173138584,648.9455255472077,431.2916735074223,supported segment-product estimate with shrinkage,2,Sensors Type 2,0.6285744560244357,812.7466710478178,510.8717966395531,supported segment-product estimate with shrinkage,3,grp3,Core Basic Type 2,0.7165119407627754,158.09319952765657,113.27566521495788,supported segment-product estimate with shrinkage,0.5280516319641846,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Monitoring Type 2,0.6646038173138584,648.9455255472077,431.2916735074223,supported segment-product estimate with shrinkage,0.5046929764121719,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Sensors Type 2,0.6285744560244357,812.7466710478178,510.8717966395531,supported segment-product estimate with shrinkage,0.4884797638319317,Hot,recent/frequent buyer; low inactivity risk,0.5280516319641846,Warm,Warm
C00497,Emerging,0,9144.1,9144.1,397.5695652173913,13,1,0.5652173913043478,88,31,Mid-Market,703.3923076923077,13,0.5,Safety Solutions,0.5539053657662564,345.59504111328454,191.42694765485828,supported segment-product estimate with shrinkage,1.0,Premium Products,0.17722741107759327,950.924623415383,168.52990913784367,supported segment-product estimate with shrinkage,2.0,Service Contracts,0.01698157921239192,2227.9391935780013,37.83392589613741,supported segment-product estimate with shrinkage,3.0,Core Basic Type 2,0.7985725557009895,203.6271243020714,162.6110330639482,supported segment-product estimate with shrinkage,1,Core Advanced Type 1,0.6936234938851742,319.2493636623499,221.43885904409768,supported segment-product estimate with shrinkage,2,Repair Kits Type 2,0.6633514619745164,429.5222004563671,284.9241796232424,supported segment-product estimate with shrinkage,3,grp3,Core Basic Type 2,0.7985725557009895,203.6271243020714,162.6110330639482,supported segment-product estimate with shrinkage,0.5555159490871914,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Core Advanced Type 1,0.6936234938851742,319.2493636623499,221.43885904409768,supported segment-product estimate with shrinkage,0.5082888712700745,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Repair Kits Type 2,0.6633514619745164,429.5222004563671,284.9241796232424,supported segment-product estimate with shrinkage,0.4946664569102785,Hot,high model probability; recent/frequent buyer; low inactivity risk,0.5555159490871914,Warm,Warm
C00498,Emerging,0,4655.59,4655.59,136.92911764705883,9,2,0.2647058823529412,37,12,SMB,517.2877777777778,9,0.5625637087178298,Service Contracts,0.45459410633960085,1152.5403794142665,523.9380638001329,supported segment-product estimate with shrinkage,1.0,,,,,,,,,,,,,Compliance Safety Type 2,0.8934503845057634,156.34000287159387,139.6820356792577,supported segment-product estimate with shrinkage,1,Core Replacement Type 1,0.8427969956651467,115.37703780059724,97.23942082708741,supported segment-product estimate with shrinkage,2,Core Replacement Type 2,0.7917990426913556,170.163392623929,134.73521138074028,supported segment-product estimate with shrinkage,3,grp3,Compliance Safety Type 2,0.8934503845057634,156.34000287159387,139.6820356792577,supported segment-product estimate with shrinkage,0.5429442626182684,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Core Replacement Type 1,0.8427969956651467,115.37703780059724,97.23942082708741,supported segment-product estimate with shrinkage,0.5201502376399909,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Core Replacement Type 2,0.7917990426913556,170.163392623929,134.73521138074028,supported segment-product estimate with shrinkage,0.49720115880178484,Hot,high model probability; recent/frequent buyer; low inactivity risk,0.5429442626182684,Warm,Warm
C00499,Core,4,302383.85,302383.85,8399.551388888889,30,0,0.8333333333333334,148,27,Mid-Market,10079.461666666666,30,2.0,Safety Solutions,0.49418765609302107,1382.3801644531381,683.1552133005813,supported segment-product estimate with shrinkage,1.0,Service Contracts,0.16587437679660763,8911.756774312005,1478.23210110195,supported segment-product estimate with shrinkage,2.0,,,,,,,Repair Kits Type 1,0.7680365726788883,1613.3690297812248,1239.126420099435,supported segment-product estimate with shrinkage,1,Calibration Kits Type 2,0.7214296231654665,1702.8770839400586,1228.505972963985,supported segment-product estimate with shrinkage,2,Premium Standard Type 1,0.7087321455277731,1793.9332912087912,1271.418190412106,supported segment-product estimate with shrinkage,3,grp3,Repair Kits Type 1,0.7680365726788883,1613.3690297812248,1239.126420099435,supported segment-product estimate with shrinkage,0.6741115528871019,Hot,high model probability; recent/frequent buyer; strong Salesforce engagement; low inactivity risk,grp3,Calibration Kits Type 2,0.7214296231654665,1702.8770839400586,1228.505972963985,supported segment-product estimate with shrinkage,0.6531384256060621,Hot,high model probability; recent/frequent buyer; strong Salesforce engagement; low inactivity risk,grp3,Premium Standard Type 1,0.7087321455277731,1793.9332912087912,1271.418190412106,supported segment-product estimate with shrinkage,0.6474245606690999,Hot,high model probability; recent/frequent buyer; strong Salesforce engagement; low inactivity risk,0.6741115528871019,Hot,Hot
C00500,Emerging,0,45474.9,45474.9,1894.7875,7,2,0.2916666666666667,31,9,Enterprise,6496.414285714286,7,1.057302834272283,,,,,,,,,,,,,,,,,,,Training Type 1,0.7696048764962793,9560.081537768647,7357.485371168799,supported segment-product estimate with shrinkage,1,Premium Plus Type 2,0.7568325037785408,3764.2700880731113,2848.921955655041,supported segment-product estimate with shrinkage,2,Extended Support Type 2,0.7502665421757119,7077.4171511630575,5309.949293538185,supported segment-product estimate with shrinkage,3,grp3,Training Type 1,0.7696048764962793,9560.081537768647,7357.485371168799,supported segment-product estimate with shrinkage,0.4864031235938172,Hot,high model probability; low inactivity risk,grp3,Premium Plus Type 2,0.7568325037785408,3764.2700880731113,2848.921955655041,supported segment-product estimate with shrinkage,0.48065555587083497,Hot,high model probability; low inactivity risk,grp3,Extended Support Type 2,0.7502665421757119,7077.4171511630575,5309.949293538185,supported segment-product estimate with shrinkage,0.4777008731495619,Hot,high model probability; low inactivity risk,0.4864031235938172,Warm,Warm
C00501,Core,4,59288.15,59288.15,1693.9471428571428,29,1,0.8285714285714286,96,26,SMB,2044.418965517241,29,2.0,Premium Products,0.7828948394296292,1511.607716743519,1183.4298806805057,supported segment-product estimate with shrinkage,1.0,,,,,,,,,,,,,Compliance Safety Type 1,0.6635847141319399,468.1124490463016,310.6322656819923,supported segment-product estimate with shrinkage,1,Personal Safety Type 2,0.646381534873185,461.9497043546883,298.59575893499743,supported segment-product estimate with shrinkage,2,Core Replacement Type 2,0.6355073897087331,604.9568786147186,384.4545668147827,supported segment-product estimate with shrinkage,3,grp1,Premium Products,0.7828948394296292,1511.607716743519,1183.4298806805057,supported segment-product estimate with shrinkage,0.6007627707061117,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Compliance Safety Type 1,0.6635847141319399,468.1124490463016,310.6322656819923,supported segment-product estimate with shrinkage,0.5470732143221514,Hot,high model probability; recent/frequent buyer; low inactivity risk,grp3,Personal Safety Type 2,0.646381534873185,461.9497043546883,298.59575893499743,supported segment-product estimate with shrinkage,0.5393317836557118,Hot,recent/frequent buyer; low inactivity risk,0.6007627707061117,Hot,Hot
