ID_Customer,customer_mean_event_value,customer_median_event_value,customer_value_events,value_segment,segment_median_customer_event_value,customer_value_multiplier_raw,customer_value_multiplier
C00054,3066.8199999999997,1993.885,6,Distributor,2719.230769230769,1.12782630834512,1.12782630834512
C00055,427.9685714285714,474.4,7,SMB,919.5185714285715,0.46542678389157055,0.5
C00056,3789.5099999999998,4184.085,4,Enterprise,6144.3269375,0.6167494077946759,0.6167494077946759
C00057,262.84,262.84,1,Mid-Market,2157.5029999999997,0.12182601831839864,0.5
C00058,2879.081111111111,2486.39,9,Public Sector,2452.230909090909,1.1740660720153977,1.1740660720153977
C00059,1525.4636842105265,1602.6100000000001,19,Mid-Market,2157.5029999999997,0.7070505506646001,0.7070505506646001
C00060,3927.684,3555.95,15,Public Sector,2452.230909090909,1.6016778784735535,1.6016778784735535
C00061,383.7263636363636,299.42,11,SMB,919.5185714285715,0.4173122496484255,0.5
C00062,571.4457142857143,383.1,7,SMB,919.5185714285715,0.6214618519318339,0.6214618519318339
C00063,4379.395714285714,3652.27,7,Enterprise,6144.3269375,0.7127543437764398,0.7127543437764398
C00064,1566.7425,1536.545,24,SMB,919.5185714285715,1.7038726010350136,1.7038726010350136
C00065,510.08666666666664,399.84499999999997,12,SMB,919.5185714285715,0.5547323159272268,0.5547323159272268
C00066,2263.778,1152.89,5,Mid-Market,2157.5029999999997,1.0492583324333733,1.0492583324333733
C00067,30522.931851851852,27982.43,27,Enterprise,6144.3269375,4.967660764528101,2.0
C00068,1119.0433333333333,706.98,9,Distributor,2719.230769230769,0.41152937293729375,0.5
C00069,923.05,727.04,7,Public Sector,2452.230909090909,0.376412350312554,0.5
C00070,2707.861428571429,1776.32,7,Mid-Market,2157.5029999999997,1.255090458076503,1.255090458076503
C00071,3756.9406451612904,3069.5,31,SMB,919.5185714285715,4.0857691860692675,2.0
C00072,5760.580000000001,2653.51,13,Enterprise,6144.3269375,0.9375445119695831,0.9375445119695831
C00073,1390.0442857142857,1437.3,7,Mid-Market,2157.5029999999997,0.6442838251971311,0.6442838251971311
C00074,1663.327,562.2049999999999,10,Mid-Market,2157.5029999999997,0.770950028806449,0.770950028806449
C00075,1048.0557142857142,716.14,7,SMB,919.5185714285715,1.139787435350486,1.139787435350486
C00076,492.18777777777774,261.64,9,SMB,919.5185714285715,0.5352668157785121,0.5352668157785121
C00077,4620.83,4999.155000000001,8,Mid-Market,2157.5029999999997,2.1417490497116347,2.0
C00078,2949.7511764705887,1807.0700000000002,17,Public Sector,2452.230909090909,1.2028847550755817,1.2028847550755817
C00079,3236.233,1932.46,20,Distributor,2719.230769230769,1.1901281188118813,1.1901281188118813
C00080,2401.7366666666667,1743.65,9,Mid-Market,2157.5029999999997,1.1132020055901044,1.1132020055901044
C00081,8776.268823529412,9024.67,17,Enterprise,6144.3269375,1.4283531642768175,1.4283531642768175
C00082,1647.416,1520.5700000000002,5,Public Sector,2452.230909090909,0.6718029667975802,0.6718029667975802
C00083,566.6875,497.11,4,Mid-Market,2157.5029999999997,0.262658962699009,0.5
C00084,997.7909090909089,1040.53,11,Public Sector,2452.230909090909,0.40689109063583656,0.5
C00085,14187.0134375,12396.474999999999,32,Distributor,2719.230769230769,5.217289241513437,2.0
C00086,2267.616,1914.8600000000001,5,Distributor,2719.230769230769,0.833918189533239,0.833918189533239
C00087,4622.8154545454545,3145.79,11,Enterprise,6144.3269375,0.752371334007559,0.752371334007559
C00088,493.7816666666667,489.20500000000004,6,SMB,919.5185714285715,0.5370002107728216,0.5370002107728216
C00089,2031.184,2043.48,5,Mid-Market,2157.5029999999997,0.9414512980978474,0.9414512980978474
C00090,2224.0485714285714,1247.33,7,Mid-Market,2157.5029999999997,1.030843790914113,1.030843790914113
C00091,2853.90125,2204.8500000000004,32,SMB,919.5185714285715,3.1036907123758857,2.0
C00092,1591.0136363636366,1389.29,11,Distributor,2719.230769230769,0.5850969525523982,0.5850969525523982
C00093,859.8857142857142,583.17,7,SMB,919.5185714285715,0.9351477403548129,0.9351477403548129
C00094,1423.755,1181.45,4,Mid-Market,2157.5029999999997,0.6599087000110777,0.6599087000110777
C00095,12471.39222222222,12458.16,27,Enterprise,6144.3269375,2.029740986943083,2.0
C00096,452.76214285714286,387.875,14,SMB,919.5185714285715,0.4923904279102574,0.5
C00097,10508.230000000001,9916.039999999999,27,Distributor,2719.230769230769,3.864412729844414,2.0
C00098,1138.6200000000001,929.27,10,Mid-Market,2157.5029999999997,0.5277489764788277,0.5277489764788277
C00099,2218.744242424242,1623.1899999999998,33,SMB,919.5185714285715,2.4129411970192,2.0
C00100,666.89,714.67,8,SMB,919.5185714285715,0.7252599574622123,0.7252599574622123
C00101,7787.936666666666,5516.65,9,Enterprise,6144.3269375,1.267500369997469,1.267500369997469
C00102,1690.759375,1160.495,16,Enterprise,6144.3269375,0.2751740576630083,0.5
C00103,1418.5955555555556,836.61,9,SMB,919.5185714285715,1.542759004151068,1.542759004151068
C00104,1904.3722222222225,1620.99,9,Public Sector,2452.230909090909,0.7765876431792516,0.7765876431792516
C00105,5971.124,3896.295,10,Distributor,2719.230769230769,2.1958871852899575,2.0
C00106,1131.3799999999999,757.705,14,Distributor,2719.230769230769,0.4160661951909477,0.5
C00107,1610.855,999.75,8,Mid-Market,2157.5029999999997,0.7466293210252779,0.7466293210252779
C00108,9659.140714285715,10690.075,28,Mid-Market,2157.5029999999997,4.476999899553195,2.0
C00109,240.095,240.095,2,Mid-Market,2157.5029999999997,0.1112837386552881,0.5
C00110,1004.91,1004.91,2,Mid-Market,2157.5029999999997,0.46577455512228727,0.5
C00111,4356.454285714286,3726.34,7,Enterprise,6144.3269375,0.7090205859857512,0.7090205859857512
C00112,17615.493076923078,18100.285,26,Enterprise,6144.3269375,2.86695243532898,2.0
C00113,1605.2939999999999,1331.8,5,Public Sector,2452.230909090909,0.6546259546965397,0.6546259546965397
C00114,2253.1763636363635,952.43,11,Public Sector,2452.230909090909,0.9188271607226667,0.9188271607226667
C00115,3400.4542857142856,2423.12,7,Enterprise,6144.3269375,0.5534299070188899,0.5534299070188899
C00116,1504.18125,1460.615,8,Mid-Market,2157.5029999999997,0.6971861684549223,0.6971861684549223
C00117,13518.9003125,12894.509999999998,32,Mid-Market,2157.5029999999997,6.265993749487255,2.0
C00118,647.5766666666667,611.75,6,Mid-Market,2157.5029999999997,0.3001509924513045,0.5
C00119,2706.61,1841.49,23,SMB,919.5185714285715,2.943507705118983,2.0
C00120,1252.185,1262.365,4,Mid-Market,2157.5029999999997,0.5803862149901994,0.5803862149901994
C00121,10906.190322580645,10251.4,31,Distributor,2719.230769230769,4.010763060637862,2.0
C00122,2183.8512499999997,1490.44,8,Public Sector,2452.230909090909,0.8905569381349969,0.8905569381349969
C00123,127.73,127.73,1,Mid-Market,2157.5029999999997,0.05920269867527416,0.5
C00124,1416.65,1416.65,2,Public Sector,2452.230909090909,0.5776984519476515,0.5776984519476515
C00125,296.9533333333333,353.32000000000005,3,SMB,919.5185714285715,0.3229443564929681,0.5
C00126,2538.8199999999997,2947.16,7,Public Sector,2452.230909090909,1.0353103333736182,1.0353103333736182
C00127,1137.64,680.5649999999999,6,Mid-Market,2157.5029999999997,0.5272947476782188,0.5272947476782188
C00128,2446.3472,1753.97,25,SMB,919.5185714285715,2.660465243458145,2.0
C00129,2090.9983333333334,751.095,6,Public Sector,2452.230909090909,0.8526922671032265,0.8526922671032265
C00130,11868.509354838709,9220.61,31,Enterprise,6144.3269375,1.9316207414685131,1.9316207414685131
C00131,1611.0028571428572,1142.48,14,Mid-Market,2157.5029999999997,0.7466978526300345,0.7466978526300345
C00132,724.1942857142857,854.97,7,SMB,919.5185714285715,0.7875798360322094,0.7875798360322094
C00133,8913.3972,7971.84,25,Public Sector,2452.230909090909,3.6348115371012817,2.0
C00134,1630.04,1665.9050000000002,4,Mid-Market,2157.5029999999997,0.7555215450453604,0.7555215450453604
C00135,1728.5953846153848,1405.27,13,Mid-Market,2157.5029999999997,0.8012018451957588,0.8012018451957588
C00136,4880.47,2577.885,18,Mid-Market,2157.5029999999997,2.2620918719464127,2.0
C00137,6333.642499999999,5292.275,12,Mid-Market,2157.5029999999997,2.9356355472043374,2.0
C00138,2972.858,614.05,5,Mid-Market,2157.5029999999997,1.3779160446126846,1.3779160446126846
C00139,1198.87,925.995,4,Enterprise,6144.3269375,0.19511819800523106,0.5
C00140,2067.165,1640.37,10,Public Sector,2452.230909090909,0.8429732258640926,0.8429732258640926
C00141,37715.08387096775,34627.09,31,Enterprise,6144.3269375,6.138196136794966,2.0
C00142,1715.068888888889,1391.8000000000002,9,Mid-Market,2157.5029999999997,0.7949323309811802,0.7949323309811802
C00143,1492.365625,1218.1100000000001,16,Mid-Market,2157.5029999999997,0.6917096407281937,0.6917096407281937
C00144,10629.74551724138,8592.18,29,Mid-Market,2157.5029999999997,4.926874037830483,2.0
C00145,1615.9975,1367.7800000000002,4,Distributor,2719.230769230769,0.5942847949080623,0.5942847949080623
C00146,971.0649999999999,580.03,14,SMB,919.5185714285715,1.0560580614389827,1.0560580614389827
C00147,6074.977692307692,7062.0,13,Mid-Market,2157.5029999999997,2.8157447254106684,2.0
C00148,1001.5757142857143,935.3199999999999,7,SMB,919.5185714285715,1.0892392447600685,1.0892392447600685
C00149,5557.950588235294,4783.07,17,Distributor,2719.230769230769,2.0439422248107166,2.0
C00150,5367.640769230769,4474.42,13,Enterprise,6144.3269375,0.8735929620657119,0.8735929620657119
C00151,441.1290909090909,523.74,11,SMB,919.5185714285715,0.47973918593481935,0.5
C00152,2311.1809999999996,2139.75,10,Mid-Market,2157.5029999999997,1.0712295649183339,1.0712295649183339
C00153,5614.294,5103.08,5,Enterprise,6144.3269375,0.9137362085560409,0.9137362085560409
C00154,1826.4684615384615,1659.38,13,Distributor,2719.230769230769,0.6716857142857143,0.6716857142857143
C00155,1432.9482352941177,828.1999999999999,17,Mid-Market,2157.5029999999997,0.66416975331859,0.66416975331859
C00156,4412.650909090909,4006.6800000000003,11,Mid-Market,2157.5029999999997,2.0452582958591066,2.0
C00157,1127.2525,1304.4099999999999,4,SMB,919.5185714285715,1.2259159684493284,1.2259159684493284
C00158,2251.311,1706.885,10,Distributor,2719.230769230769,0.827922008486563,0.827922008486563
C00159,5598.0363333333335,5741.835,30,Public Sector,2452.230909090909,2.2828340971399945,2.0
C00160,2332.430714285714,2075.485,14,Mid-Market,2157.5029999999997,1.0810787814829061,1.0810787814829061
C00161,168.32999999999998,188.93,4,SMB,919.5185714285715,0.18306318679184602,0.5
C00162,1234.8483333333334,552.725,6,Mid-Market,2157.5029999999997,0.572350691208,0.572350691208
C00163,791.9820000000001,661.0600000000001,5,SMB,919.5185714285715,0.8613007117078347,0.8613007117078347
C00164,1047.6138461538462,775.04,13,SMB,919.5185714285715,1.1393068924385779,1.1393068924385779
C00165,7213.003870967742,6718.63,31,Distributor,2719.230769230769,2.652589825249806,2.0
C00166,1177.718,373.52,5,Mid-Market,2157.5029999999997,0.5458708516280164,0.5458708516280164
C00167,993.4845454545455,847.19,11,Mid-Market,2157.5029999999997,0.4604788709237232,0.5
C00168,3055.855357142857,2368.4300000000003,28,SMB,919.5185714285715,3.323320976970868,2.0
C00169,2086.697272727273,2224.84,11,Mid-Market,2157.5029999999997,0.9671816320659916,0.9671816320659916
C00170,2234.1696875,2112.17,32,SMB,919.5185714285715,2.4297167636635937,2.0
C00171,660.9649999999999,589.34,8,SMB,919.5185714285715,0.7188163681926721,0.7188163681926721
C00172,2509.736666666667,2326.76,6,Mid-Market,2157.5029999999997,1.1632598734123045,1.1632598734123045
C00173,3641.4764285714286,2418.535,28,SMB,919.5185714285715,3.960198892898924,2.0
C00174,2483.0129629629632,2038.41,27,SMB,919.5185714285715,2.7003401998780014,2.0
C00175,1626.8766666666668,649.8,9,SMB,919.5185714285715,1.7692700476284433,1.7692700476284433
C00176,7500.937333333333,7164.74,15,Enterprise,6144.3269375,1.2207907244573333,1.2207907244573333
C00177,1316.1855172413793,1124.68,29,SMB,919.5185714285715,1.4313854642397736,1.4313854642397736
C00178,1639.3700000000001,1115.8899999999999,7,Mid-Market,2157.5029999999997,0.7598459886266672,0.7598459886266672
C00179,1119.5925,551.04,4,SMB,919.5185714285715,1.2175855222375682,1.2175855222375682
C00180,5804.504,3969.3100000000004,15,Public Sector,2452.230909090909,2.3670299474986414,2.0
C00181,526.862,598.1600000000001,5,SMB,919.5185714285715,0.5729759206292733,0.5729759206292733
C00182,7584.685714285714,6490.85,7,Mid-Market,2157.5029999999997,3.5154925459133617,2.0
C00183,10316.54375,8561.32,24,Mid-Market,2157.5029999999997,4.7817054020318865,2.0
C00184,700.941,496.40999999999997,10,SMB,919.5185714285715,0.7622912921823998,0.7622912921823998
C00185,573.0442857142858,356.225,14,SMB,919.5185714285715,0.623200339307992,0.623200339307992
C00186,2474.0754545454542,2014.4499999999998,11,Mid-Market,2157.5029999999997,1.1467309452387573,1.1467309452387573
C00187,1486.4233333333334,1508.76,6,Distributor,2719.230769230769,0.5466337576614805,0.5466337576614805
C00188,2021.7796875,1922.81,32,SMB,919.5185714285715,2.1987371982699018,2.0
C00189,7418.241935483871,6272.89,31,Distributor,2719.230769230769,2.7280663411963317,2.0
C00190,4099.59375,4346.045,8,Mid-Market,2157.5029999999997,1.9001566857612715,1.9001566857612715
C00191,1778.3774999999998,1320.415,12,Mid-Market,2157.5029999999997,0.824275794749764,0.824275794749764
C00192,3052.455,2466.3999999999996,6,Mid-Market,2157.5029999999997,1.4148091566964218,1.4148091566964218
C00193,3854.5409999999997,2466.99,10,Distributor,2719.230769230769,1.417511541725601,1.417511541725601
C00194,4864.314,2983.72,5,Enterprise,6144.3269375,0.7916756464100508,0.7916756464100508
C00195,1562.289375,1055.865,16,SMB,919.5185714285715,1.6990297135302168,1.6990297135302168
C00196,268.77833333333336,277.445,6,SMB,919.5185714285715,0.2923033222871803,0.5
C00197,1240.4722222222222,784.495,18,SMB,919.5185714285715,1.3490453165018892,1.3490453165018892
C00198,4564.216666666666,4323.0650000000005,24,Mid-Market,2157.5029999999997,2.1155088389989105,2.0
C00199,455.23,484.40999999999997,4,SMB,919.5185714285715,0.49507428576755225,0.5
C00200,816.5120000000001,368.71999999999997,15,SMB,919.5185714285715,0.8879777150465383,0.8879777150465383
C00201,2157.7980000000002,1555.01,25,SMB,919.5185714285715,2.346660597237996,2.0
C00202,1556.1275,1292.34,4,SMB,919.5185714285715,1.692328516630597,1.692328516630597
C00203,1075.9344444444444,910.49,9,Public Sector,2452.230909090909,0.43875739452420276,0.5
C00204,23348.537333333334,24430.0,30,Enterprise,6144.3269375,3.8000154566699167,2.0
C00205,3131.621923076923,2786.02,26,Mid-Market,2157.5029999999997,1.4515029286526708,1.4515029286526708
C00206,3752.6403846153844,3639.2799999999997,26,Mid-Market,2157.5029999999997,1.7393442255308034,1.7393442255308034
C00207,3598.9514285714286,4045.36,7,Enterprise,6144.3269375,0.5857356656278072,0.5857356656278072
C00208,1070.3799999999999,902.5,10,SMB,919.5185714285715,1.1640656679038563,1.1640656679038563
C00209,6597.24,5764.17,16,Enterprise,6144.3269375,1.073712396346585,1.073712396346585
C00210,1514.7078571428572,914.425,14,SMB,919.5185714285715,1.6472835940546529,1.6472835940546529
C00211,3451.7653846153844,2214.4750000000004,26,Mid-Market,2157.5029999999997,1.5998890312622438,1.5998890312622438
C00212,2373.4533333333334,1259.44,3,Mid-Market,2157.5029999999997,1.1000927152051856,1.1000927152051856
C00213,640.33,706.11,3,Mid-Market,2157.5029999999997,0.2967921713202717,0.5
C00214,496.35,406.8,13,SMB,919.5185714285715,0.5397933390609683,0.5397933390609683
C00215,928.7719999999999,997.13,5,SMB,919.5185714285715,1.01006334059904,1.01006334059904
C00216,15685.478461538461,16805.16,13,Enterprise,6144.3269375,2.552839167103396,2.0
C00217,879.9335714285714,756.6600000000001,14,SMB,919.5185714285715,0.9569502985257813,0.9569502985257813
C00218,459.2157142857142,243.14999999999998,14,SMB,919.5185714285715,0.4994088521477853,0.5
C00219,600.0885714285714,694.63,7,Public Sector,2452.230909090909,0.2447112827768068,0.5
C00220,4853.69909090909,4319.71,11,Mid-Market,2157.5029999999997,2.2496835883468487,2.0
C00221,1631.2024999999999,1143.35,4,SMB,919.5185714285715,1.7739745021851494,1.7739745021851494
C00222,2432.8303125,2308.125,32,SMB,919.5185714285715,2.6457652820653044,2.0
C00223,3353.3144444444447,4217.06,9,Enterprise,6144.3269375,0.5457578150632784,0.5457578150632784
C00224,1537.9,1346.43,4,Mid-Market,2157.5029999999997,0.7128147678126058,0.7128147678126058
C00225,2045.0775862068965,1955.66,29,SMB,919.5185714285715,2.2240742598919425,2.0
C00226,635.576,676.64,5,Mid-Market,2157.5029999999997,0.2945886981385426,0.5
C00227,1359.7782608695652,895.76,23,Mid-Market,2157.5029999999997,0.6302555597232381,0.6302555597232381
C00228,1077.863,1016.76,10,SMB,919.5185714285715,1.1722036220817416,1.1722036220817416
C00229,1687.7059999999997,949.415,10,Mid-Market,2157.5029999999997,0.7822496654697583,0.7822496654697583
C00230,4355.0776000000005,3755.25,25,SMB,919.5185714285715,4.7362584458016075,2.0
C00231,906.3199999999999,803.1800000000001,4,SMB,919.5185714285715,0.9856462154885397,0.9856462154885397
C00232,2184.0544999999997,2176.2799999999997,20,Distributor,2719.230769230769,0.8031883592644978,0.8031883592644978
C00233,3666.093,3549.1400000000003,10,Mid-Market,2157.5029999999997,1.699229618684192,1.699229618684192
C00234,1168.42,1168.42,2,SMB,919.5185714285715,1.2706866792094622,1.2706866792094622
C00235,7232.3439285714285,4772.305,28,SMB,919.5185714285715,7.865359279623032,2.0
C00236,1702.3438461538462,656.49,13,Mid-Market,2157.5029999999997,0.789034289247267,0.789034289247267
C00237,3846.544,3600.1800000000003,15,Public Sector,2452.230909090909,1.5685896404535538,1.5685896404535538
C00238,2931.525,2007.58,6,Enterprise,6144.3269375,0.47711084221582406,0.5
C00239,1680.059230769231,829.49,13,Mid-Market,2157.5029999999997,0.778705397289937,0.778705397289937
C00240,2448.4625,2227.8450000000003,32,SMB,919.5185714285715,2.662765686391792,2.0
C00241,6034.439285714286,6505.815,14,Mid-Market,2157.5029999999997,2.796955223568304,2.0
C00242,3686.1716666666666,2521.6899999999996,6,Mid-Market,2157.5029999999997,1.708536056110544,1.708536056110544
C00243,3875.1322222222225,2204.8,9,Enterprise,6144.3269375,0.6306845748346415,0.6306845748346415
C00244,13115.145833333334,12650.12,12,Enterprise,6144.3269375,2.134513017738216,2.0
C00245,23224.012068965516,22221.09,29,Enterprise,6144.3269375,3.779748751197619,2.0
C00246,1244.4436363636364,765.98,11,Mid-Market,2157.5029999999997,0.5767981024191561,0.5767981024191561
C00247,7999.910000000001,7999.910000000001,2,Enterprise,6144.3269375,1.3019994022738313,1.3019994022738313
C00248,1772.645,1564.145,8,Enterprise,6144.3269375,0.28850108694269005,0.5
C00249,374.7726666666667,354.26,15,Mid-Market,2157.5029999999997,0.17370667232753176,0.5
C00250,4543.1957142857145,3723.335,14,Mid-Market,2157.5029999999997,2.1057656532972215,2.0
C00251,3285.2575,3399.025,8,Mid-Market,2157.5029999999997,1.5227128305267712,1.5227128305267712
C00252,2477.2183333333332,2472.01,6,Enterprise,6144.3269375,0.4031716343436084,0.5
C00253,1721.8244444444445,1422.1599999999999,9,Mid-Market,2157.5029999999997,0.7980635227132684,0.7980635227132684
C00254,524.346,413.71500000000003,10,Distributor,2719.230769230769,0.19282879773691655,0.5
C00255,5441.29125,5873.865,8,Mid-Market,2157.5029999999997,2.5220318349499404,2.0
C00256,650.0333333333333,301.14,3,SMB,919.5185714285715,0.7069279006768033,0.7069279006768033
C00257,2417.4825,2364.91,12,Distributor,2719.230769230769,0.8890317538896748,0.8890317538896748
C00258,6678.8625,5370.9400000000005,12,Enterprise,6144.3269375,1.086996601570406,1.086996601570406
C00259,965.8625000000001,617.605,4,Mid-Market,2157.5029999999997,0.44767608666129327,0.5
C00260,1223.1266666666666,932.0,9,SMB,919.5185714285715,1.3301815805268697,1.3301815805268697
C00261,637.139,353.01,10,Mid-Market,2157.5029999999997,0.29531314672563613,0.5
C00262,2272.6066666666666,2506.27,3,Enterprise,6144.3269375,0.3698707262461108,0.5
C00263,2280.3883333333333,2291.225,6,Enterprise,6144.3269375,0.3711372061625966,0.5
C00264,918.0715384615385,673.15,13,SMB,919.5185714285715,0.9984263145824397,0.9984263145824397
C00265,5597.685625,3830.98,16,Distributor,2719.230769230769,2.0585548267326734,2.0
C00266,4612.559285714286,4348.950000000001,14,Distributor,2719.230769230769,1.6962735704182663,1.6962735704182663
C00267,7805.743750000001,6557.385,8,Enterprise,6144.3269375,1.2703985040835077,1.2703985040835077
C00268,3473.5863636363633,1891.33,11,Public Sector,2452.230909090909,1.4165005223444034,1.4165005223444034
C00269,32330.226000000002,33484.34,30,Enterprise,6144.3269375,5.2618010611841735,2.0
C00270,1108.1625,1011.5999999999999,8,Mid-Market,2157.5029999999997,0.513631962504803,0.513631962504803
C00271,1820.4212499999999,1548.37,8,Distributor,2719.230769230769,0.6694618458274398,0.6694618458274398
C00272,983.3044444444445,777.0799999999999,9,Mid-Market,2157.5029999999997,0.45576040656464656,0.5
C00273,764.91,764.91,1,Distributor,2719.230769230769,0.2812964639321075,0.5
C00274,3118.350769230769,2537.55,13,Mid-Market,2157.5029999999997,1.445351765087126,1.445351765087126
C00275,2950.5653846153846,3401.99,13,Mid-Market,2157.5029999999997,1.3675834446651454,1.3675834446651454
C00276,926.62875,729.885,8,Distributor,2719.230769230769,0.34076870579915136,0.5
C00277,2122.8756666666663,1727.8899999999999,30,SMB,919.5185714285715,2.3086816651985065,2.0
C00278,971.3042857142857,645.3100000000001,21,SMB,919.5185714285715,1.056318290782599,1.056318290782599
C00279,2772.793,2688.855,10,Distributor,2719.230769230769,1.0196975671852901,1.0196975671852901
C00280,3244.5515789473684,1890.42,19,Mid-Market,2157.5029999999997,1.5038456859375717,1.5038456859375717
C00281,2034.2940000000003,525.8499999999999,5,Mid-Market,2157.5029999999997,0.9428927792916165,0.9428927792916165
C00282,1692.5716666666665,1165.54,6,Mid-Market,2157.5029999999997,0.7845048960148221,0.7845048960148221
C00283,1168.268076923077,1124.995,26,SMB,919.5185714285715,1.2705214589717815,1.2705214589717815
C00284,2000.047,1197.26,10,Mid-Market,2157.5029999999997,0.9270193367054416,0.9270193367054416
C00285,503.29,503.29,1,SMB,919.5185714285715,0.5473407668298473,0.5473407668298473
C00286,4244.080357142857,3439.37,28,SMB,919.5185714285715,4.615546100987628,2.0
