ID_Customer,reco_top1_grp1_product,reco_top1_grp1_probability,reco_top1_grp1_expected_order_value,reco_top1_grp1_expected_revenue,reco_top1_grp1_value_method,reco_top1_grp1_rank,reco_top2_grp1_product,reco_top2_grp1_probability,reco_top2_grp1_expected_order_value,reco_top2_grp1_expected_revenue,reco_top2_grp1_value_method,reco_top2_grp1_rank,reco_top3_grp1_product,reco_top3_grp1_probability,reco_top3_grp1_expected_order_value,reco_top3_grp1_expected_revenue,reco_top3_grp1_value_method,reco_top3_grp1_rank
C00012,Premium Products,0.6585321907911068,3803.698493661532,2504.857902139762,supported segment-product estimate with shrinkage,1,Safety Solutions,0.35550576939751566,1382.3801644531381,491.4441239637771,supported segment-product estimate with shrinkage,2.0,,,,,,
C00013,Premium Products,0.37664651842920643,2725.162627078895,1026.4230156426556,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.22736859810478124,1391.8031111686194,316.452322224282,supported segment-product estimate with shrinkage,2.0,Core Products,0.16151552413311718,931.3403319145046,150.42592185548253,supported segment-product estimate with shrinkage,3.0
C00014,Premium Products,0.41077812776166056,2757.689802935397,1132.798654197225,supported segment-product estimate with shrinkage,1,Automation Modules,0.1942438961771546,4427.332102433816,859.9822372469376,supported segment-product estimate with shrinkage,2.0,Service Contracts,0.028551447231589835,5638.975300971435,161.00090574592434,supported segment-product estimate with shrinkage,3.0
C00015,Premium Products,0.6896311731625671,1355.02743652521,934.4691607183465,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00016,Premium Products,0.784768528788823,3803.698493661532,2985.022870827023,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00017,Maintenance Kits,0.4171049665280135,1913.4855222580816,798.1243147132956,supported segment-product estimate with shrinkage,1,Safety Solutions,0.2555559468901763,1382.3801644531381,353.27547188901934,supported segment-product estimate with shrinkage,2.0,,,,,,
C00018,Maintenance Kits,0.5079365426642529,2400.337491686018,1219.219126754381,supported segment-product estimate with shrinkage,1,Safety Solutions,0.2085227411043263,1293.1890420150003,269.65932380704567,supported segment-product estimate with shrinkage,2.0,,,,,,
C00019,Service Contracts,0.7076280237755724,4982.983184278899,3526.0985431981862,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00020,Safety Solutions,0.7091692132113565,647.2765867917806,459.02862778525935,supported segment-product estimate with shrinkage,1,Premium Products,0.504290378295635,1781.018739614399,898.1506139517602,supported segment-product estimate with shrinkage,2.0,,,,,,
C00021,Maintenance Kits,0.4320091544832938,902.6414978986903,389.949390308747,supported segment-product estimate with shrinkage,1,Automation Modules,0.37368826994245524,3339.389976602987,1247.8908630199464,supported segment-product estimate with shrinkage,2.0,Safety Solutions,0.21923862094163138,500.40883052497986,109.70894191131111,supported segment-product estimate with shrinkage,3.0
C00022,Safety Solutions,0.7027425890852985,906.8355502679644,637.2719624699007,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00023,Service Contracts,0.308501424800798,6964.7244379074355,2148.627412439381,supported segment-product estimate with shrinkage,1,Core Products,0.19859798821652866,1021.454336361791,202.85877625650107,supported segment-product estimate with shrinkage,2.0,Premium Products,0.0823332335406628,2972.669982376326,244.74953189830802,supported segment-product estimate with shrinkage,3.0
C00024,Service Contracts,0.6180910750687255,4097.4572712523,2532.601769836501,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00025,Maintenance Kits,0.6336354979273666,679.8050049400894,430.74858279872944,supported segment-product estimate with shrinkage,1,Safety Solutions,0.492662085729539,491.11892595673294,241.9556744030951,supported segment-product estimate with shrinkage,2.0,,,,,,
C00026,Safety Solutions,0.6392692159255414,168.46331219993715,107.69340950227352,supported segment-product estimate with shrinkage,1,Automation Modules,0.3568976067710149,917.6853114812625,327.51969143657595,supported segment-product estimate with shrinkage,2.0,,,,,,
C00027,Premium Products,0.12831619146624693,1413.731538043299,181.4046467174357,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.1263580085625025,752.8764675751896,95.13197113637246,supported segment-product estimate with shrinkage,2.0,Safety Solutions,0.08935569249196583,510.3601290235565,45.603582749188924,supported segment-product estimate with shrinkage,3.0
C00028,Service Contracts,0.7948658101971617,2424.6002030025124,1927.2318047637948,supported segment-product estimate with shrinkage,1,Premium Products,0.5440668808953888,894.4679917934465,486.65041035582266,supported segment-product estimate with shrinkage,2.0,,,,,,
C00029,Premium Products,0.7545140841738053,6178.192749198129,4661.533444010471,supported segment-product estimate with shrinkage,1,Automation Modules,0.4935549337997759,9918.777327469232,4895.461487233794,supported segment-product estimate with shrinkage,2.0,,,,,,
C00030,Premium Products,0.6440969772095977,1002.9454384035774,645.994125181899,supported segment-product estimate with shrinkage,1,Service Contracts,0.3372572146340035,2747.0206665144688,926.4525385307135,supported segment-product estimate with shrinkage,2.0,,,,,,
C00031,Core Products,0.44749519129897564,1259.7997647218506,563.7543367126091,supported segment-product estimate with shrinkage,1,Service Contracts,0.1611200264076157,8589.868284743932,1383.9998048758828,supported segment-product estimate with shrinkage,2.0,Safety Solutions,0.13931232172243443,1332.4492390011208,185.62659706253706,supported segment-product estimate with shrinkage,3.0
C00032,Maintenance Kits,0.5261472340859961,804.9999929381237,423.54851972364014,supported segment-product estimate with shrinkage,1,Safety Solutions,0.439996665007436,545.6936402635434,240.1033818317266,supported segment-product estimate with shrinkage,2.0,,,,,,
C00033,Maintenance Kits,0.42679596049879404,2932.8655874096207,1251.735185392349,supported segment-product estimate with shrinkage,1,Safety Solutions,0.27384818018493506,1580.0901550210542,432.70481348064766,supported segment-product estimate with shrinkage,2.0,,,,,,
C00034,Service Contracts,0.8574034653054864,4097.4572712523,3513.1740633128848,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00035,Core Products,0.7957953759813923,903.3219158232719,718.8594036348122,supported segment-product estimate with shrinkage,1,Service Contracts,0.5857178345849835,6159.245693586587,3607.5800503244204,supported segment-product estimate with shrinkage,2.0,,,,,,
C00036,Maintenance Kits,0.6055522896886192,670.2646356759136,405.88028483085765,supported segment-product estimate with shrinkage,1,Automation Modules,0.1915294638252584,2479.694331867308,474.9345258330778,supported segment-product estimate with shrinkage,2.0,Service Contracts,0.039007291700322716,3158.3208053608273,123.19754093790796,supported segment-product estimate with shrinkage,3.0
C00037,Safety Solutions,0.5331493677706888,1382.3801644531381,737.0151106969314,supported segment-product estimate with shrinkage,1,Premium Products,0.42091264461978034,3803.698493661532,1601.0247923033503,supported segment-product estimate with shrinkage,2.0,,,,,,
C00038,Premium Products,0.726227851659514,3181.468145863322,2310.4707766934976,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.41114910239154145,1624.848814341324,668.0551315383957,supported segment-product estimate with shrinkage,2.0,,,,,,
C00039,Premium Products,0.3921274822627256,3803.698493661532,1491.5347136060186,supported segment-product estimate with shrinkage,1,Safety Solutions,0.28804297229911086,1382.3801644531381,398.18489141641555,supported segment-product estimate with shrinkage,2.0,,,,,,
C00040,Premium Products,0.7661102969536064,2054.2587819411688,1573.7888054525026,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00041,Service Contracts,0.8193658200365206,1762.6597694628583,1444.2631674513193,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00042,Maintenance Kits,0.4041674102614889,415.07961692357776,167.7616538243333,supported segment-product estimate with shrinkage,1,Premium Products,0.2803075608419913,1258.0798491694757,352.64929386515604,supported segment-product estimate with shrinkage,2.0,,,,,,
C00043,Maintenance Kits,0.5474003372496739,3495.9497995097054,1913.6840992595423,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00044,Premium Products,0.730227283055829,1002.9454384035774,732.3781225386816,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00045,Premium Products,0.4272905646858639,1002.9454384035774,428.54912272457597,supported segment-product estimate with shrinkage,1,Safety Solutions,0.3131775724371331,323.491272118652,101.31021130671947,supported segment-product estimate with shrinkage,2.0,Automation Modules,0.28292892972208217,1674.2198235205117,473.68522278815163,supported segment-product estimate with shrinkage,3.0
C00046,Premium Products,0.701545077792664,699.9873667598572,491.072691667426,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00047,Safety Solutions,0.635607187601203,178.03123287602736,113.15793123350659,supported segment-product estimate with shrinkage,1,Automation Modules,0.4115410650924898,969.8055040098594,399.1147900527764,supported segment-product estimate with shrinkage,2.0,,,,,,
C00048,Safety Solutions,0.6444898415456489,244.64385002925047,157.67047614046913,supported segment-product estimate with shrinkage,1,Service Contracts,0.4691404907128321,1836.9606097761937,861.7926018905467,supported segment-product estimate with shrinkage,2.0,,,,,,
C00049,Service Contracts,0.775492422204205,6210.426797675627,4816.1389202513765,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.5544118258516526,1333.4701636662826,739.2916281569258,supported segment-product estimate with shrinkage,2.0,,,,,,
C00050,Premium Products,0.3773103705043701,3803.698493661532,1435.1748879303473,supported segment-product estimate with shrinkage,1,Core Products,0.3396403971548247,1307.0082934189372,443.9128158614575,supported segment-product estimate with shrinkage,2.0,Service Contracts,0.10566990062647987,8911.756774312005,941.7044527489084,supported segment-product estimate with shrinkage,3.0
C00051,Safety Solutions,0.41686159081469654,162.592649491102,67.77863052163714,supported segment-product estimate with shrinkage,1,Premium Products,0.23954462857900158,450.3924647863332,107.88909569202323,supported segment-product estimate with shrinkage,2.0,Service Contracts,0.06036528391487389,1220.8616424185236,73.69765966537342,supported segment-product estimate with shrinkage,3.0
C00052,Maintenance Kits,0.2325683806085164,286.44113982409624,66.61715202854768,supported segment-product estimate with shrinkage,1,Service Contracts,0.2285123229288838,1457.9880018064237,333.1682250952275,supported segment-product estimate with shrinkage,2.0,Safety Solutions,0.1369639021198976,194.17280705971933,26.59466534047316,supported segment-product estimate with shrinkage,3.0
C00053,Core Products,0.5172997154634634,584.8382972606666,302.5366847650793,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.3459879780882938,873.9874498774263,302.38915065763473,supported segment-product estimate with shrinkage,2.0,Service Contracts,0.09532487687930713,4982.983184278899,475.00225853304386,supported segment-product estimate with shrinkage,3.0
C00054,Premium Products,0.2941216692998175,3483.964160286357,1024.7093546041601,supported segment-product estimate with shrinkage,1,Safety Solutions,0.15539170613152414,838.1624330729737,130.2434904905588,supported segment-product estimate with shrinkage,2.0,Service Contracts,0.14518499702886123,7124.074588959377,1034.308748031453,supported segment-product estimate with shrinkage,3.0
C00055,Service Contracts,0.5309263913676336,1024.364317813075,543.8620507022638,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00056,Premium Products,0.1903057243798583,2110.855744031676,401.7079314293328,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.16752277724447937,1078.0624842637633,180.60002140694846,supported segment-product estimate with shrinkage,2.0,Service Contracts,0.1561358538871157,6146.503855909678,959.6896279629068,supported segment-product estimate with shrinkage,3.0
C00057,Maintenance Kits,0.1432694876627846,478.3713805645204,68.5360226060178,supported segment-product estimate with shrinkage,1,Safety Solutions,0.11628164474064756,345.59504111328454,40.18635979486444,supported segment-product estimate with shrinkage,2.0,Premium Products,0.038777825643067594,950.924623415383,36.874789246501436,supported segment-product estimate with shrinkage,3.0
C00058,Safety Solutions,0.5975227916731742,759.6002543752197,453.87846454993456,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00059,Safety Solutions,0.5207389156487336,488.7063282522059,254.48840344472777,supported segment-product estimate with shrinkage,1,Service Contracts,0.4442204003712302,3150.531267333142,1399.5302609568075,supported segment-product estimate with shrinkage,2.0,,,,,,
C00061,Maintenance Kits,0.5270907405833888,201.24999823453092,106.07701061184459,supported segment-product estimate with shrinkage,1,Automation Modules,0.18563211784493677,743.1514786499323,137.95278286138324,supported segment-product estimate with shrinkage,2.0,Service Contracts,0.04129371837294202,1024.364317813075,42.299811651064,supported segment-product estimate with shrinkage,3.0
C00062,Automation Modules,0.39737292628944115,923.6805883753353,367.04565835945976,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00063,Service Contracts,0.6384834738790797,7103.285819119482,4535.330605747411,supported segment-product estimate with shrinkage,1,Core Products,0.14096450364375201,833.6920735587137,117.52098934093446,supported segment-product estimate with shrinkage,2.0,Safety Solutions,0.10588540014656073,671.2198201714224,71.0723792451536,supported segment-product estimate with shrinkage,3.0
C00064,Service Contracts,0.5007663261050663,3490.772589199243,1748.0613647615749,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00065,Service Contracts,0.38504666330533016,1136.495980747322,437.60398524667505,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00066,Service Contracts,0.6382215174520509,4675.367526033217,2983.9201571109606,supported segment-product estimate with shrinkage,1,Safety Solutions,0.27351606179952026,725.236953071536,198.36395527561004,supported segment-product estimate with shrinkage,2.0,Core Products,0.15317133460676263,685.6946712146715,105.02876792269655,supported segment-product estimate with shrinkage,3.0
C00067,Safety Solutions,0.3455945595431768,1883.4534676142362,650.9112715602109,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00068,Maintenance Kits,0.641150841312312,670.2646356759136,429.74073506550235,supported segment-product estimate with shrinkage,1,Automation Modules,0.3735920065198028,2479.694331867308,926.3939809980893,supported segment-product estimate with shrinkage,2.0,,,,,,
C00069,Safety Solutions,0.6723317422837145,323.491272118652,217.49345059710848,supported segment-product estimate with shrinkage,1,Core Products,0.6261947537986612,312.8772825214679,195.92211289772476,supported segment-product estimate with shrinkage,2.0,,,,,,
C00070,Safety Solutions,0.8027868506588806,867.5060769196804,696.4224714177908,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00071,Safety Solutions,0.7996197031198176,545.6936402635434,436.3473866219071,supported segment-product estimate with shrinkage,1,Premium Products,0.2772148854839328,1511.607716743519,419.04016009368377,supported segment-product estimate with shrinkage,2.0,,,,,,
C00072,Premium Products,0.47517736533149846,3208.793058193274,1524.7458312862816,supported segment-product estimate with shrinkage,1,Safety Solutions,0.1021393697585355,882.910731055904,90.17994562309788,supported segment-product estimate with shrinkage,2.0,Core Products,0.07001538502132515,1096.6238719727473,76.78054261974829,supported segment-product estimate with shrinkage,3.0
C00073,Safety Solutions,0.6725871159905583,445.3225901152535,299.5182365710639,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00074,Automation Modules,0.6187534540575419,3347.30053094661,2071.1537652918587,supported segment-product estimate with shrinkage,1,Safety Solutions,0.3596942208989152,532.8730138033053,191.67134353803678,supported segment-product estimate with shrinkage,2.0,,,,,,
C00075,Safety Solutions,0.7042578959214787,310.9873773615274,219.0153160387682,supported segment-product estimate with shrinkage,1,Service Contracts,0.532885075346574,2335.11515732943,1244.3480165564204,supported segment-product estimate with shrinkage,2.0,,,,,,
C00076,Maintenance Kits,0.7207626536502884,215.4448914608571,155.2846316847257,supported segment-product estimate with shrinkage,1,Service Contracts,0.21480253343459288,1096.6164531858649,235.5559923503814,supported segment-product estimate with shrinkage,2.0,,,,,,
C00077,Premium Products,0.28759981019171466,3803.698493661532,1093.9429648035675,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.22283202636098176,1913.4855222580816,426.3858563371698,supported segment-product estimate with shrinkage,2.0,Safety Solutions,0.09293522940481737,1382.3801644531381,128.47181770812156,supported segment-product estimate with shrinkage,3.0
C00078,Maintenance Kits,0.4179724193467006,796.0759887864242,332.7378070168786,supported segment-product estimate with shrinkage,1,Core Products,0.2778477724923954,752.7106267090991,209.1389709624781,supported segment-product estimate with shrinkage,2.0,,,,,,
C00079,Safety Solutions,0.8119723657881729,884.4630350888052,718.159543053245,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00080,Automation Modules,0.4798091436786303,4833.285589380365,2319.054619794857,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.1823812293882654,1065.0479605226624,194.2447563975879,supported segment-product estimate with shrinkage,2.0,Premium Products,0.15619494071608833,2117.1423959020385,330.68693101543613,supported segment-product estimate with shrinkage,3.0
C00081,Premium Products,0.3602913149191907,4888.610257609343,1761.3238178415136,supported segment-product estimate with shrinkage,1,Core Products,0.15574925940057688,1670.7112649650785,260.21204219051197,supported segment-product estimate with shrinkage,2.0,Safety Solutions,0.11776681365168173,1345.1183601174694,158.41030325540973,supported segment-product estimate with shrinkage,3.0
C00082,Maintenance Kits,0.4587323500681081,444.60303350459634,203.9537944069733,supported segment-product estimate with shrinkage,1,Automation Modules,0.36460298385728795,2249.491689024802,820.1713819806132,supported segment-product estimate with shrinkage,2.0,Safety Solutions,0.305654998260515,434.64479268486747,132.85135335203506,supported segment-product estimate with shrinkage,3.0
C00083,Safety Solutions,0.6462926381791811,345.59504111328454,223.35553086274723,supported segment-product estimate with shrinkage,1,Service Contracts,0.371296140328968,2227.9391935780013,827.2252234631454,supported segment-product estimate with shrinkage,2.0,,,,,,
C00084,Automation Modules,0.4709882736732746,1674.2198235205117,788.5379044295003,supported segment-product estimate with shrinkage,1,Premium Products,0.4002732750497625,1002.9454384035774,401.4522553260198,supported segment-product estimate with shrinkage,2.0,,,,,,
C00085,Premium Products,0.8979445964504725,6178.192749198129,5547.674794971949,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00086,Automation Modules,0.5350209853205731,4135.724415653241,2212.6993518771483,supported segment-product estimate with shrinkage,1,Safety Solutions,0.375893393159517,619.7398425193538,232.9561122807446,supported segment-product estimate with shrinkage,2.0,,,,,,
C00087,Core Products,0.5934910807759622,880.0311397774342,522.2906322630113,supported segment-product estimate with shrinkage,1,Safety Solutions,0.26880538357712785,708.5281989850428,190.45619430338598,supported segment-product estimate with shrinkage,2.0,,,,,,
C00088,Maintenance Kits,0.7381728996185725,216.14258293994615,159.55059717982783,supported segment-product estimate with shrinkage,1,Premium Products,0.49785770760895515,405.8668312485466,202.06393019991205,supported segment-product estimate with shrinkage,2.0,,,,,,
C00089,Premium Products,0.6080509759271553,1790.4984422152381,1088.7143251850268,supported segment-product estimate with shrinkage,1,Safety Solutions,0.4507455148035304,650.7218001445614,293.3099328000404,supported segment-product estimate with shrinkage,2.0,,,,,,
C00092,Core Products,0.6083263955575032,504.02046007767586,306.608949766287,supported segment-product estimate with shrinkage,1,Automation Modules,0.27186987683698055,2901.723193674034,788.8911272791695,supported segment-product estimate with shrinkage,2.0,Service Contracts,0.06350890663767968,3695.8477567989125,234.71925013362,supported segment-product estimate with shrinkage,3.0
C00093,Safety Solutions,0.3527885631704713,255.1520873092224,90.01473827176721,supported segment-product estimate with shrinkage,1,Core Products,0.25758939723605834,278.56719496796563,71.75595584153781,supported segment-product estimate with shrinkage,2.0,Premium Products,0.23140426219576074,706.7882703077998,163.55381821919434,supported segment-product estimate with shrinkage,3.0
C00094,Premium Products,0.8268895016956589,1255.046864093138,1037.7850760546742,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00095,Core Products,0.4055949299178641,2339.3531890426666,948.8297927628922,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.2653787952736176,3495.9497995097054,927.7509461309305,supported segment-product estimate with shrinkage,2.0,,,,,,
C00096,Safety Solutions,0.3003254563653217,136.42341006588586,40.97142288695059,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.2270291471387123,201.24999823453092,45.68961546085291,supported segment-product estimate with shrinkage,2.0,Premium Products,0.06373032412613526,377.90192918587974,24.08381243490793,supported segment-product estimate with shrinkage,3.0
C00097,Premium Products,0.5039745380189162,6178.192749198129,3113.651836568945,supported segment-product estimate with shrinkage,1,Core Products,0.363722055468042,1722.8613407708303,626.6426681515932,supported segment-product estimate with shrinkage,2.0,,,,,,
C00098,Safety Solutions,0.2596899049926314,364.77485844738857,94.7283483339029,supported segment-product estimate with shrinkage,1,Premium Products,0.2480464919397841,1003.6989934319661,248.96401428429158,supported segment-product estimate with shrinkage,2.0,Service Contracts,0.04053314697352308,2351.58525813571,95.31715088878494,supported segment-product estimate with shrinkage,3.0
C00099,Automation Modules,0.43546171958616053,2972.605914599729,1294.4560832235895,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.31854714826596775,804.9999929381237,256.43045210456347,supported segment-product estimate with shrinkage,2.0,Premium Products,0.10903806051045778,1511.607716743519,164.82277368635474,supported segment-product estimate with shrinkage,3.0
C00100,Safety Solutions,0.4755853733749666,197.88487316246864,94.11115128823056,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.3692081375521623,291.9171303176924,107.77818000416707,supported segment-product estimate with shrinkage,2.0,Automation Modules,0.3410630281714272,1077.95601958726,367.6509442760492,supported segment-product estimate with shrinkage,3.0
C00101,Maintenance Kits,0.585363462339222,2215.5588321855644,1296.9071890243852,supported segment-product estimate with shrinkage,1,Safety Solutions,0.32168445338662316,1193.63898353703,383.975103960074,supported segment-product estimate with shrinkage,2.0,,,,,,
C00102,Maintenance Kits,0.37722090287855603,873.9874498774263,329.6863349472895,supported segment-product estimate with shrinkage,1,Service Contracts,0.3722699015492018,4982.983184278899,1855.014659432834,supported segment-product estimate with shrinkage,2.0,Safety Solutions,0.1708397032235919,470.86336690355904,80.44215786066529,supported segment-product estimate with shrinkage,3.0
C00104,Maintenance Kits,0.7350599120662412,513.9501297315853,377.7841371669324,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00105,Service Contracts,0.5563543655836721,12633.28322144331,7028.582271904942,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00106,Safety Solutions,0.8159589980735145,371.58311828300253,303.19658889523095,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00108,Maintenance Kits,0.6956205391742689,1913.4855222580816,1331.0598306953243,supported segment-product estimate with shrinkage,1,Service Contracts,0.40807322768446735,8911.756774312005,3636.6493512324173,supported segment-product estimate with shrinkage,2.0,,,,,,
C00109,Safety Solutions,0.5141549782174895,345.59504111328454,177.6894108356732,supported segment-product estimate with shrinkage,1,Premium Products,0.27755064481003755,950.924623415383,263.9297423946817,supported segment-product estimate with shrinkage,2.0,Service Contracts,0.04557644855338512,2227.9391935780013,101.54155603617811,supported segment-product estimate with shrinkage,3.0
C00110,Premium Products,0.28842889990925874,950.924623415383,274.27414302832506,supported segment-product estimate with shrinkage,1,Service Contracts,0.21362625679581046,2227.9391935780013,475.94631029274495,supported segment-product estimate with shrinkage,2.0,Core Products,0.20165841491997935,326.7520733547343,65.89230518453255,supported segment-product estimate with shrinkage,3.0
C00111,Premium Products,0.11060813939338993,2426.658473684306,268.40817871742456,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.06686818534233911,1239.3501877125705,82.87309805602693,supported segment-product estimate with shrinkage,2.0,Core Products,0.04700967060853183,829.3247844613337,38.98628494501896,supported segment-product estimate with shrinkage,3.0
C00112,Core Products,0.33203385957871273,2339.3531890426666,776.7444682756066,supported segment-product estimate with shrinkage,1,Maintenance Kits,0.17526934849843626,3495.9497995097054,612.7328437433049,supported segment-product estimate with shrinkage,2.0,Safety Solutions,0.11607890968611434,1883.4534676142362,218.6292249651918,supported segment-product estimate with shrinkage,3.0
C00113,Safety Solutions,0.6041521880464932,423.53156569334135,255.87752212038924,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00114,Premium Products,0.7833582461639755,1843.0670190562184,1443.7817476105458,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00115,Premium Products,0.5779549057582046,1894.1415806574282,1094.7284187415607,supported segment-product estimate with shrinkage,1,Service Contracts,0.30438003117871776,5515.463840704327,1678.7970557986735,supported segment-product estimate with shrinkage,2.0,,,,,,
C00116,Premium Products,0.47054639319246605,1325.9429893768217,623.9176912300998,supported segment-product estimate with shrinkage,1,Service Contracts,0.42075793706517084,3106.5767798423926,1307.1168372210466,supported segment-product estimate with shrinkage,2.0,,,,,,
C00117,Safety Solutions,0.25845800035224586,1382.3801644531381,357.28721303116686,supported segment-product estimate with shrinkage,1,Premium Products,0.1771231422206968,3803.698493661532,673.7230292574618,supported segment-product estimate with shrinkage,2.0,Core Products,0.13119812706983103,1307.0082934189372,171.47704016130072,supported segment-product estimate with shrinkage,3.0
C00118,Service Contracts,0.5925337766902041,2227.9391935780013,1320.1292246069008,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00119,Maintenance Kits,0.6708487059766581,804.9999929381237,540.0332035737592,supported segment-product estimate with shrinkage,1,Safety Solutions,0.5391437171469636,545.6936402635434,294.2072976351448,supported segment-product estimate with shrinkage,2.0,,,,,,
C00120,Core Products,0.24130372549650095,379.28479818910847,91.5228348272204,supported segment-product estimate with shrinkage,1,Safety Solutions,0.15996484165205926,401.1571956622431,64.17104728169487,supported segment-product estimate with shrinkage,2.0,Service Contracts,0.12977127193974203,2586.130391578107,335.60543031711404,supported segment-product estimate with shrinkage,3.0
C00121,Safety Solutions,0.6522505313935221,1486.3324731320101,969.4611454278015,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
C00122,Maintenance Kits,0.6352576896412,589.375658894174,374.4054193998729,supported segment-product estimate with shrinkage,1,,,,,,,,,,,,
