Month_Year,Customer_ID,Product_ID,Sales,Units
2025-06-01,C00011,P0037,753.67,14
2025-06-01,C00011,P0145,3869.33,14
2025-06-01,C00011,P0111,1824.05,7
2025-07-01,C00011,P0083,4091.18,15
2025-07-01,C00011,P0104,4395.52,7
2025-07-01,C00011,P0175,2136.03,4
2025-08-01,C00011,P0037,291.84,5
2025-08-01,C00011,P0145,4151.15,15
2025-08-01,C00011,P0111,2088.52,8
2025-08-01,C00011,P0104,,10
2025-08-01,C00011,P0075,232.44,5
2025-08-01,C00011,P0083,3656.06,13
2025-08-01,C00011,P0175,2027.74,4
2025-09-01,C00011,P0037,222.46,4
2025-10-01,C00011,P0083,,23
2025-10-01,C00011,P0104,7333.63,11
2025-10-01,C00011,P0145,4729.21,16
2025-10-01,C00011,P0111,1993.38,8
2025-10-01,C00011,P0075,535.93,12
2025-11-01,C00011,P0145,3279.09,12
2025-11-01,C00011,P0083,3332.53,11
2025-11-01,C00011,P0075,221.17,5
2025-12-01,C00011,P0145,1329.78,5
2025-12-01,C00011,P0175,5970.1,11
2025-12-01,C00011,P0075,416.36,9
2025-12-01,C00011,P0104,5414.96,9
2025-12-01,C00011,P0083,1406.29,5
2025-12-01,C00011,P0037,482.76,9
2023-12-01,C00012,P0130,2319.48,5
2023-12-01,C00012,P0108,332.38,2
2024-08-01,C00012,P0108,767.6,5
2024-08-01,C00012,P0028,81.65,1
2024-08-01,C00012,P0130,2729.08,6
2024-09-01,C00012,P0130,855.67,2
2024-09-01,C00012,P0105,1944.7,15
2025-03-01,C00012,P0130,5874.69,12
2025-03-01,C00012,P0001,1056.9,2
2025-03-01,C00012,P0028,,10
2025-03-01,C00012,P0102,2171.84,5
2025-04-01,C00012,P0108,177.09,1
2025-04-01,C00012,P0028,628.15,9
2025-04-01,C00012,P0001,4040.41,7
2025-04-01,C00012,P0130,2450.16,5
2025-05-01,C00012,P0001,1737.33,3
2025-09-01,C00012,P0006,7355.77,13
2025-09-01,C00012,P0108,1230.73,7
2025-09-01,C00012,P0130,1512.69,3
2025-10-01,C00012,P0108,1196.12,7
2025-10-01,C00012,P0105,1332.71,12
2025-12-01,C00012,P0130,453.42,1
2023-02-01,C00013,P0142,3010.77,13
2023-04-01,C00013,P0135,1289.72,5
2023-04-01,C00013,P0006,7749.76,15
2023-04-01,C00013,P0036,713.1,2
2023-05-01,C00013,P0080,1913.68,19
2023-11-01,C00014,P0094,1034.13,28
2024-05-01,C00014,P0061,1018.29,11
2024-05-01,C00014,P0105,1132.28,9
2024-06-01,C00014,P0061,1762.14,18
2024-06-01,C00014,P0021,338.53,5
2024-06-01,C00014,P0094,400.27,11
2024-06-01,C00014,P0105,1964.74,18
2024-09-01,C00014,P0021,1208.72,19
2024-09-01,C00014,P0094,555.41,15
2024-09-01,C00014,P0105,1261.24,11
2024-10-01,C00014,P0094,208.08,6
2024-10-01,C00014,P0105,1861.56,15
2024-11-01,C00014,P0094,724.76,21
2024-11-01,C00014,P0021,1193.92,19
2024-12-01,C00014,P0021,375.55,6
2024-12-01,C00014,P0061,893.31,10
2024-12-01,C00014,P0105,1112.4,9
2025-03-01,C00014,P0061,909.15,10
2025-05-01,C00014,P0105,1366.19,12
2025-05-01,C00014,P0021,1144.92,16
2025-06-01,C00014,P0061,919.36,10
2025-06-01,C00014,P0021,1651.12,23
2025-07-01,C00014,P0094,330.87,10
2025-07-01,C00014,P0061,934.34,9
2025-07-01,C00014,P0021,1237.09,17
2025-08-01,C00014,P0021,971.06,14
2025-09-01,C00014,P0094,342.95,10
2025-10-01,C00014,P0094,498.38,15
2025-10-01,C00014,P0105,1263.59,11
2025-10-01,C00014,P0061,917.31,9
2025-10-01,C00014,P0021,564.68,9
2025-11-01,C00014,P0105,1858.45,16
2025-11-01,C00014,P0094,950.8,25
2025-11-01,C00014,P0061,2730.18,30
2025-12-01,C00014,P0061,696.11,7
2025-12-01,C00014,P0021,627.23,10
2025-12-01,C00014,P0105,1880.96,15
2023-06-01,C00015,P0169,157.43,2
2023-06-01,C00015,P0159,314.16,3
2023-06-01,C00015,P0148,2508.14,3
2023-06-01,C00015,P0087,154.8,2
2023-08-01,C00015,P0068,134.93,1
2023-08-01,C00015,P0148,899.33,1
2023-08-01,C00015,P0021,71.38,1
2023-08-01,C00015,P0159,110.0,1
2023-11-01,C00015,P0087,80.85,1
2023-11-01,C00015,P0068,136.89,1
2023-11-01,C00015,P0062,1400.6,3
2024-06-01,C00015,P0021,69.74,1
2024-06-01,C00015,P0068,266.87,2
2024-06-01,C00015,P0169,78.77,1
2024-08-01,C00015,P0148,890.54,1
2024-11-01,C00015,P0159,101.65,1
2024-11-01,C00015,P0139,1983.9,2
2024-11-01,C00015,P0087,75.92,1
2024-11-01,C00015,P0062,455.34,1
2023-01-01,C00016,P0011,2485.48,5
2023-01-01,C00016,P0033,1085.39,11
2023-01-01,C00016,P0118,832.87,11
2023-01-01,C00016,P0050,4664.67,9
2023-01-01,C00016,P0031,247.37,3
2023-02-01,C00016,P0050,3051.19,6
2023-02-01,C00016,P0044,195.38,4
2023-03-01,C00016,P0037,710.61,13
2023-04-01,C00016,P0044,48.72,1
2023-04-01,C00016,P0037,498.29,9
2023-07-01,C00016,P0037,753.81,14
2023-07-01,C00016,P0017,5394.44,11
2023-07-01,C00016,P0031,1031.79,12
2023-10-01,C00016,P0109,2260.09,20
2023-10-01,C00016,P0037,736.97,13
2023-10-01,C00016,P0033,1255.25,12
2023-10-01,C00016,P0118,544.91,7
2023-11-01,C00016,P0017,7292.17,16
2023-11-01,C00016,P0037,343.18,7
2023-11-01,C00016,P0050,8737.05,18
2023-11-01,C00016,P0044,206.62,4
2023-11-01,C00016,P0109,1182.14,10
2024-01-01,C00016,P0011,5344.06,10
2024-01-01,C00016,P0050,5484.96,12
2024-02-01,C00016,P0031,735.87,10
2024-02-01,C00016,P0033,1352.96,14
2024-03-01,C00016,P0044,132.21,3
2024-03-01,C00016,P0109,1134.85,9
2024-03-01,C00016,P0037,248.35,5
2024-03-01,C00016,P0011,6100.79,11
2024-03-01,C00016,P0118,845.44,12
2024-03-01,C00016,P0017,6605.13,13
