ID_Customer,purchase_share_grp1_Automation Modules,purchase_share_grp1_Core Products,purchase_share_grp1_Maintenance Kits,purchase_share_grp1_Premium Products,purchase_share_grp1_Safety Solutions,purchase_share_grp1_Service Contracts
C00081,0.46352941176470586,0.0,0.2376470588235294,0.0,0.0,0.2988235294117647
C00082,0.0,0.6,0.0,0.325,0.0,0.075
C00083,0.1,0.1,0.6,0.2,0.0,0.0
C00084,0.0,0.0625,0.0625,0.0,0.4375,0.4375
C00085,0.14429012345679013,0.12268518518518519,0.49421296296296297,0.0,0.12384259259259259,0.11496913580246913
C00086,0.0,0.2857142857142857,0.2619047619047619,0.2857142857142857,0.0,0.16666666666666666
C00087,0.2265625,0.0,0.1640625,0.25,0.0,0.359375
C00088,0.16666666666666666,0.3888888888888889,0.0,0.0,0.3333333333333333,0.1111111111111111
C00089,0.3953488372093023,0.11627906976744186,0.32558139534883723,0.0,0.0,0.16279069767441862
C00090,0.2413793103448276,0.4482758620689655,0.08620689655172414,0.05172413793103448,0.017241379310344827,0.15517241379310345
C00091,0.19081272084805653,0.3462897526501767,0.0353356890459364,0.0812720848056537,0.10247349823321555,0.24381625441696114
C00092,0.0,0.0,0.48214285714285715,0.22321428571428573,0.29464285714285715,0.0
C00093,0.7777777777777778,0.0,0.05555555555555555,0.0,0.0,0.16666666666666666
C00094,0.35,0.2,0.2,0.0,0.2,0.05
C00095,0.2641509433962264,0.0,0.0,0.14804063860667635,0.12481857764876633,0.4629898403483309
C00096,0.3684210526315789,0.631578947368421,0.0,0.0,0.0,0.0
C00097,0.33105335157318744,0.0,0.16279069767441862,0.0,0.2777017783857729,0.22845417236662108
C00098,0.20238095238095238,0.5833333333333334,0.21428571428571427,0.0,0.0,0.0
C00099,0.0,0.7577639751552795,0.0,0.0,0.09316770186335403,0.14906832298136646
C00100,0.0,0.13043478260869565,0.0,0.6956521739130435,0.0,0.17391304347826086
C00101,0.5212765957446809,0.10638297872340426,0.0,0.22872340425531915,0.0,0.14361702127659576
C00102,0.5263157894736842,0.24210526315789474,0.0,0.23157894736842105,0.0,0.0
C00103,0.14285714285714285,0.05714285714285714,0.14285714285714285,0.2857142857142857,0.2,0.17142857142857143
C00104,0.2222222222222222,0.18518518518518517,0.0,0.037037037037037035,0.16666666666666666,0.3888888888888889
C00105,0.23782234957020057,0.19484240687679083,0.23782234957020057,0.10028653295128939,0.22922636103151864,0.0
C00106,0.1791044776119403,0.29850746268656714,0.05970149253731343,0.16417910447761194,0.0,0.29850746268656714
C00107,0.02631578947368421,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.10526315789473684,0.23684210526315788
C00108,0.4628099173553719,0.3537190082644628,0.0,0.0768595041322314,0.10661157024793388,0.0
C00109,0.25,0.5,0.25,0.0,0.0,0.0
C00110,0.3333333333333333,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0
C00111,0.5409836065573771,0.0,0.0,0.0,0.0,0.45901639344262296
C00112,0.718342287029931,0.0,0.0,0.17498081350729086,0.0,0.10667689946277821
C00113,0.21739130434782608,0.17391304347826086,0.13043478260869565,0.13043478260869565,0.0,0.34782608695652173
C00114,0.14492753623188406,0.13043478260869565,0.08695652173913043,0.0,0.3333333333333333,0.30434782608695654
C00115,0.3770491803278688,0.03278688524590164,0.319672131147541,0.0,0.27049180327868855,0.0
C00116,0.32075471698113206,0.2830188679245283,0.1320754716981132,0.0,0.2641509433962264,0.0
C00117,0.7031111111111111,0.0,0.11288888888888889,0.0,0.0,0.184
C00118,0.3076923076923077,0.2692307692307692,0.19230769230769232,0.038461538461538464,0.19230769230769232,0.0
C00119,0.43005181347150256,0.3626943005181347,0.0,0.17098445595854922,0.0,0.03626943005181347
C00120,0.625,0.0,0.375,0.0,0.0,0.0
C00121,0.21167369901547117,0.24964838255977498,0.2587904360056259,0.1729957805907173,0.0,0.10689170182841069
C00122,0.05263157894736842,0.02631578947368421,0.0,0.3157894736842105,0.07894736842105263,0.5263157894736842
C00123,0.0,0.0,1.0,0.0,0.0,0.0
C00124,0.3333333333333333,0.0,0.1111111111111111,0.0,0.3333333333333333,0.2222222222222222
C00125,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.14285714285714285
C00126,0.6046511627906976,0.0,0.13953488372093023,0.0,0.0,0.2558139534883721
C00127,0.15789473684210525,0.34210526315789475,0.23684210526315788,0.0,0.2631578947368421,0.0
C00128,0.34574468085106386,0.0,0.0,0.0,0.4148936170212766,0.2393617021276596
C00129,0.2608695652173913,0.17391304347826086,0.08695652173913043,0.0,0.08695652173913043,0.391304347826087
C00130,0.3202416918429003,0.0,0.17220543806646527,0.3796576032225579,0.0,0.12789526686807653
C00131,0.5,0.23404255319148937,0.20212765957446807,0.0,0.06382978723404255,0.0
C00132,0.3333333333333333,0.2777777777777778,0.0,0.0,0.3888888888888889,0.0
C00133,0.49047013977128334,0.08386277001270648,0.18170266836086404,0.08640406607369759,0.0241423125794155,0.13341804320203304
C00134,0.4583333333333333,0.0,0.5416666666666666,0.0,0.0,0.0
C00135,0.0,0.5168539325842697,0.30337078651685395,0.0,0.0,0.1797752808988764
C00136,0.16393442622950818,0.2786885245901639,0.23934426229508196,0.0,0.05245901639344262,0.26557377049180325
C00137,0.4067796610169492,0.2711864406779661,0.17966101694915254,0.0,0.0,0.1423728813559322
C00138,0.7567567567567568,0.08108108108108109,0.08108108108108109,0.0,0.08108108108108109,0.0
C00139,0.25,0.0,0.0,0.16666666666666666,0.0,0.5833333333333334
C00140,0.0,0.23529411764705882,0.0196078431372549,0.1568627450980392,0.11764705882352941,0.47058823529411764
C00141,0.35276679841897235,0.33695652173913043,0.0,0.0,0.0,0.3102766798418972
C00142,0.2545454545454545,0.6545454545454545,0.0,0.0,0.07272727272727272,0.01818181818181818
C00143,0.2796610169491525,0.19491525423728814,0.5254237288135594,0.0,0.0,0.0
C00144,0.2818110850897736,0.2864949258391881,0.19281811085089773,0.2388758782201405,0.0,0.0
C00145,0.2222222222222222,0.0,0.0,0.4444444444444444,0.0,0.3333333333333333
C00146,0.16216216216216217,0.32432432432432434,0.16216216216216217,0.05405405405405406,0.08108108108108109,0.21621621621621623
C00147,0.45348837209302323,0.0,0.06395348837209303,0.0,0.13372093023255813,0.3488372093023256
C00148,0.0,0.6666666666666666,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.2222222222222222
C00149,0.21241050119331742,0.20286396181384247,0.18377088305489261,0.15035799522673032,0.18138424821002386,0.06921241050119331
C00150,0.22962962962962963,0.11851851851851852,0.0,0.05925925925925926,0.16296296296296298,0.42962962962962964
C00151,0.0,0.5,0.0,0.0,0.05555555555555555,0.4444444444444444
C00152,0.5352112676056338,0.4084507042253521,0.056338028169014086,0.0,0.0,0.0
C00153,0.09900990099009901,0.32673267326732675,0.0,0.2376237623762376,0.0,0.33663366336633666
C00154,0.04430379746835443,0.4936708860759494,0.4620253164556962,0.0,0.0,0.0
C00155,0.0,0.5,0.3442622950819672,0.0,0.0,0.1557377049180328
C00156,0.5145631067961165,0.1262135922330097,0.06796116504854369,0.0,0.0,0.2912621359223301
C00157,0.875,0.0,0.0,0.0,0.125,0.0
C00158,0.0,0.49514563106796117,0.0,0.5048543689320388,0.0,0.0
C00159,0.0,0.31992687385740404,0.18281535648994515,0.0,0.0,0.49725776965265084
C00160,0.3352941176470588,0.14705882352941177,0.5176470588235295,0.0,0.0,0.0
C00161,0.0,0.625,0.0,0.0,0.375,0.0
C00162,0.47619047619047616,0.0,0.5238095238095238,0.0,0.0,0.0
C00163,0.35714285714285715,0.2857142857142857,0.0,0.21428571428571427,0.14285714285714285,0.0
C00164,0.23404255319148937,0.23404255319148937,0.02127659574468085,0.23404255319148937,0.10638297872340426,0.1702127659574468
C00165,0.0,0.17777777777777778,0.4734006734006734,0.17104377104377105,0.17777777777777778,0.0
C00166,0.3333333333333333,0.42857142857142855,0.047619047619047616,0.09523809523809523,0.0,0.09523809523809523
C00167,0.4523809523809524,0.30952380952380953,0.16666666666666666,0.0,0.0,0.07142857142857142
C00168,0.10756302521008404,0.5462184873949579,0.08235294117647059,0.0,0.1865546218487395,0.0773109243697479
C00169,0.29333333333333333,0.3333333333333333,0.12,0.25333333333333335,0.0,0.0
C00170,0.4315352697095436,0.2863070539419087,0.0,0.0,0.0,0.2821576763485477
C00171,0.24,0.44,0.32,0.0,0.0,0.0
C00172,0.265625,0.3125,0.03125,0.171875,0.0,0.21875
C00173,0.16782006920415224,0.5795847750865052,0.11591695501730104,0.0,0.13667820069204153,0.0
C00174,0.3114754098360656,0.26229508196721313,0.0,0.10245901639344263,0.20081967213114754,0.12295081967213115
C00175,0.6666666666666666,0.05555555555555555,0.0,0.08333333333333333,0.19444444444444445,0.0
C00176,0.6818181818181818,0.07323232323232323,0.07323232323232323,0.09595959595959595,0.0,0.07575757575757576
C00177,0.23555555555555555,0.2577777777777778,0.17333333333333334,0.0,0.2088888888888889,0.12444444444444444
C00178,0.2857142857142857,0.4107142857142857,0.08928571428571429,0.21428571428571427,0.0,0.0
C00179,0.375,0.0625,0.0625,0.0,0.5,0.0
C00180,0.0,0.0,0.45698924731182794,0.0913978494623656,0.0,0.45161290322580644
C00181,0.0,0.6,0.0,0.2,0.2,0.0
C00182,0.054878048780487805,0.2621951219512195,0.25,0.0,0.0,0.4329268292682927
C00183,0.3131720430107527,0.45026881720430106,0.17271505376344087,0.0,0.06384408602150538,0.0
C00184,0.21951219512195122,0.21951219512195122,0.2926829268292683,0.0,0.2682926829268293,0.0
C00185,0.16981132075471697,0.5471698113207547,0.1320754716981132,0.0,0.1509433962264151,0.0
C00186,0.2125984251968504,0.2992125984251969,0.03937007874015748,0.1889763779527559,0.25984251968503935,0.0
C00187,0.0,0.18421052631578946,0.0,0.6842105263157895,0.0,0.13157894736842105
C00188,0.11458333333333333,0.24305555555555555,0.2916666666666667,0.0,0.3506944444444444,0.0
C00189,0.1787709497206704,0.19273743016759776,0.11871508379888268,0.16201117318435754,0.12011173184357542,0.2276536312849162
C00190,0.18333333333333332,0.23333333333333334,0.21666666666666667,0.0,0.0,0.36666666666666664
C00191,0.125,0.16666666666666666,0.08333333333333333,0.2638888888888889,0.0,0.3611111111111111
C00192,0.32,0.1,0.02,0.04,0.1,0.42
C00193,0.33695652173913043,0.08152173913043478,0.41304347826086957,0.16847826086956522,0.0,0.0
C00194,0.6944444444444444,0.1388888888888889,0.0,0.16666666666666666,0.0,0.0
C00195,0.11940298507462686,0.0,0.1791044776119403,0.208955223880597,0.14925373134328357,0.34328358208955223
C00196,0.0,0.6428571428571429,0.2857142857142857,0.0,0.07142857142857142,0.0
C00197,0.03296703296703297,0.25274725274725274,0.08791208791208792,0.1978021978021978,0.32967032967032966,0.0989010989010989
C00198,0.3540856031128405,0.2821011673151751,0.31712062256809337,0.04669260700389105,0.0,0.0
C00199,0.75,0.0,0.0,0.25,0.0,0.0
C00200,0.25925925925925924,0.35185185185185186,0.0,0.0,0.24074074074074073,0.14814814814814814
C00201,0.08852459016393442,0.4557377049180328,0.04262295081967213,0.06557377049180328,0.29180327868852457,0.05573770491803279
C00202,0.5789473684210527,0.42105263157894735,0.0,0.0,0.0,0.0
C00203,0.16666666666666666,0.0,0.3611111111111111,0.0,0.16666666666666666,0.3055555555555556
C00204,0.35946462715105165,0.15296367112810708,0.05672402804333971,0.11026131293817719,0.0,0.3205863607393244
C00205,0.3445378151260504,0.41386554621848737,0.0,0.0,0.2415966386554622,0.0
C00206,0.574585635359116,0.31215469613259667,0.1132596685082873,0.0,0.0,0.0
C00207,0.6857142857142857,0.05714285714285714,0.0,0.11428571428571428,0.14285714285714285,0.0
C00208,0.5641025641025641,0.3333333333333333,0.05128205128205128,0.0,0.0,0.05128205128205128
C00209,0.40634920634920635,0.2126984126984127,0.0,0.0,0.0,0.38095238095238093
C00210,0.4576271186440678,0.2542372881355932,0.0,0.15254237288135594,0.0,0.13559322033898305
C00211,0.14526315789473684,0.3726315789473684,0.27157894736842103,0.0,0.21052631578947367,0.0
C00212,0.23809523809523808,0.19047619047619047,0.0,0.14285714285714285,0.19047619047619047,0.23809523809523808
C00213,0.8,0.2,0.0,0.0,0.0,0.0
C00214,0.05660377358490566,0.7735849056603774,0.0,0.0,0.16981132075471697,0.0
C00215,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0
C00216,0.49156118143459915,0.0,0.10126582278481013,0.0,0.0,0.40717299578059074
C00217,0.18518518518518517,0.48148148148148145,0.018518518518518517,0.07407407407407407,0.12962962962962962,0.1111111111111111
C00218,0.2,0.56,0.14,0.1,0.0,0.0
C00219,0.2962962962962963,0.6666666666666666,0.0,0.0,0.037037037037037035,0.0
C00220,0.27058823529411763,0.1,0.12941176470588237,0.2,0.25882352941176473,0.041176470588235294
C00221,0.2857142857142857,0.0,0.38095238095238093,0.0,0.3333333333333333,0.0
C00222,0.0,0.4490084985835694,0.311614730878187,0.11898016997167139,0.12039660056657224,0.0
C00223,0.4807692307692308,0.23076923076923078,0.0,0.0,0.09615384615384616,0.19230769230769232
C00224,0.38461538461538464,0.3076923076923077,0.2692307692307692,0.0,0.0,0.038461538461538464
C00225,0.0,0.22070844686648503,0.18528610354223432,0.0,0.37329700272479566,0.22070844686648503
C00226,0.02857142857142857,0.9142857142857143,0.05714285714285714,0.0,0.0,0.0
C00227,0.25,0.31756756756756754,0.20270270270270271,0.14189189189189189,0.08783783783783784,0.0
C00228,0.20588235294117646,0.4117647058823529,0.0,0.38235294117647056,0.0,0.0
C00229,0.23333333333333334,0.6555555555555556,0.1111111111111111,0.0,0.0,0.0
C00230,0.19957983193277312,0.27310924369747897,0.0,0.18907563025210083,0.25840336134453784,0.07983193277310924
C00231,0.5,0.125,0.0,0.125,0.25,0.0
C00232,0.46634615384615385,0.3894230769230769,0.14423076923076922,0.0,0.0,0.0
C00233,0.5303030303030303,0.25757575757575757,0.21212121212121213,0.0,0.0,0.0
C00234,1.0,0.0,0.0,0.0,0.0,0.0
C00235,0.19306184012066366,0.2895927601809955,0.03770739064856712,0.03469079939668175,0.19306184012066366,0.25188536953242835
C00236,0.3617021276595745,0.18085106382978725,0.2765957446808511,0.18085106382978725,0.0,0.0
C00237,0.0,0.11842105263157894,0.35526315789473684,0.0,0.0,0.5263157894736842
C00238,0.17894736842105263,0.5684210526315789,0.0,0.08421052631578947,0.0,0.16842105263157894
C00239,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1717171717171717,0.050505050505050504,0.0
C00240,0.12014134275618374,0.26855123674911663,0.08480565371024736,0.2226148409893993,0.07773851590106007,0.22614840989399293
C00241,0.30140845070422534,0.24225352112676057,0.28169014084507044,0.0,0.0,0.17464788732394365
C00242,0.25,0.14285714285714285,0.47619047619047616,0.0,0.0,0.13095238095238096
C00243,0.4805194805194805,0.0,0.0,0.0,0.0,0.5194805194805194
C00244,0.2222222222222222,0.1937984496124031,0.0,0.0,0.13695090439276486,0.4470284237726098
C00245,0.48045267489711935,0.1467764060356653,0.10905349794238683,0.10013717421124829,0.0,0.16358024691358025
C00246,0.6274509803921569,0.0784313725490196,0.13725490196078433,0.0784313725490196,0.0784313725490196,0.0
C00247,0.7272727272727273,0.0,0.2727272727272727,0.0,0.0,0.0
C00248,0.0,0.0,0.25,0.6666666666666666,0.08333333333333333,0.0
C00249,0.0,0.8051948051948052,0.0,0.0,0.19480519480519481,0.0
C00250,0.36807817589576547,0.04234527687296417,0.1563517915309446,0.035830618892508145,0.3973941368078176,0.0
C00251,0.6779661016949152,0.0,0.1864406779661017,0.0,0.0,0.13559322033898305
C00252,0.7777777777777778,0.2,0.0,0.0,0.0,0.022222222222222223
C00253,0.23376623376623376,0.16883116883116883,0.5324675324675324,0.0,0.06493506493506493,0.0
C00254,0.15384615384615385,0.6923076923076923,0.05128205128205128,0.10256410256410256,0.0,0.0
C00255,0.5825242718446602,0.11650485436893204,0.02912621359223301,0.27184466019417475,0.0,0.0
C00256,0.3333333333333333,0.25,0.0,0.0,0.4166666666666667,0.0
C00257,0.116751269035533,0.4720812182741117,0.13705583756345177,0.04060913705583756,0.1065989847715736,0.12690355329949238
C00258,0.23628691983122363,0.08860759493670886,0.0,0.4050632911392405,0.0,0.270042194092827
C00259,0.0,0.4,0.28,0.2,0.0,0.12
C00260,0.3181818181818182,0.25,0.09090909090909091,0.13636363636363635,0.20454545454545456,0.0
C00261,0.27586206896551724,0.27586206896551724,0.0,0.0,0.4482758620689655,0.0
C00262,0.13333333333333333,0.2,0.06666666666666667,0.0,0.26666666666666666,0.3333333333333333
C00263,0.49230769230769234,0.0,0.3230769230769231,0.0,0.18461538461538463,0.0
C00264,0.4117647058823529,0.17647058823529413,0.0,0.0,0.11764705882352941,0.29411764705882354
C00265,0.4645390070921986,0.0851063829787234,0.35106382978723405,0.0,0.09929078014184398,0.0
C00266,0.4484304932735426,0.0,0.2825112107623318,0.26905829596412556,0.0,0.0
C00267,0.3581081081081081,0.0,0.0,0.25675675675675674,0.0,0.38513513513513514
C00268,0.20588235294117646,0.0,0.12745098039215685,0.2647058823529412,0.0784313725490196,0.3235294117647059
C00269,1.0,0.0,0.0,0.0,0.0,0.0
C00270,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0
C00271,0.24528301886792453,0.20754716981132076,0.1509433962264151,0.37735849056603776,0.018867924528301886,0.0
C00272,0.42105263157894735,0.10526315789473684,0.10526315789473684,0.0,0.2631578947368421,0.10526315789473684
C00273,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0
C00274,0.40404040404040403,0.1919191919191919,0.030303030303030304,0.1111111111111111,0.16161616161616163,0.10101010101010101
C00275,0.5130434782608696,0.13043478260869565,0.3217391304347826,0.0,0.0,0.034782608695652174
C00276,0.16666666666666666,0.5185185185185185,0.3148148148148148,0.0,0.0,0.0
C00277,0.10931174089068826,0.3805668016194332,0.0,0.21052631578947367,0.11740890688259109,0.18218623481781376
C00278,0.4492753623188406,0.07246376811594203,0.11594202898550725,0.21739130434782608,0.10144927536231885,0.043478260869565216
C00279,0.04,0.26666666666666666,0.4866666666666667,0.10666666666666667,0.0,0.1
C00280,0.431924882629108,0.14553990610328638,0.0,0.07511737089201878,0.26291079812206575,0.08450704225352113
C00281,0.0,0.09523809523809523,0.2857142857142857,0.0,0.0,0.6190476190476191
C00282,0.43478260869565216,0.0,0.0,0.391304347826087,0.0,0.17391304347826086
C00283,0.15261044176706828,0.4578313253012048,0.0,0.0,0.3895582329317269,0.0
C00284,0.06153846153846154,0.24615384615384617,0.46153846153846156,0.0,0.0,0.23076923076923078
C00285,1.0,0.0,0.0,0.0,0.0,0.0
C00286,0.0,0.3656509695290859,0.0,0.0,0.2520775623268698,0.38227146814404434
C00287,0.4931506849315068,0.3835616438356164,0.0,0.0,0.0273972602739726,0.0958904109589041
C00288,0.0547945205479452,0.5342465753424658,0.0,0.0,0.3287671232876712,0.0821917808219178
C00289,0.27710843373493976,0.37349397590361444,0.012048192771084338,0.0,0.0,0.3373493975903614
C00290,0.3993993993993994,0.21921921921921922,0.26426426426426425,0.0,0.11711711711711711,0.0
C00291,0.36451612903225805,0.0,0.0,0.10967741935483871,0.0,0.5258064516129032
C00292,0.12,0.16,0.2,0.2,0.0,0.32
C00293,0.7123893805309734,0.20353982300884957,0.022123893805309734,0.0,0.0,0.061946902654867256
C00294,0.3782051282051282,0.10897435897435898,0.3269230769230769,0.0,0.0,0.1858974358974359
C00295,0.0,0.28205128205128205,0.48717948717948717,0.09401709401709402,0.13675213675213677,0.0
C00296,0.03409090909090909,0.13636363636363635,0.056818181818181816,0.20454545454545456,0.4659090909090909,0.10227272727272728
C00297,0.4762773722627737,0.0,0.11131386861313869,0.20437956204379562,0.20802919708029197,0.0
C00298,0.08333333333333333,0.4166666666666667,0.0,0.0,0.08333333333333333,0.4166666666666667
C00299,0.4,0.16,0.16,0.0,0.0,0.28
C00300,0.3627450980392157,0.22549019607843138,0.20588235294117646,0.058823529411764705,0.0,0.14705882352941177
C00301,0.37209302325581395,0.2558139534883721,0.0,0.0,0.18604651162790697,0.18604651162790697
C00302,0.08,0.05,0.37,0.47,0.03,0.0
C00303,0.2222222222222222,0.05555555555555555,0.3888888888888889,0.3333333333333333,0.0,0.0
C00304,0.5489443378119002,0.0,0.15355086372360843,0.09213051823416507,0.0,0.2053742802303263
C00305,0.2462526766595289,0.0,0.0,0.23875802997858672,0.20556745182012848,0.3094218415417559
